Frame,Chain,MgID,ListResids,ListResnames,ListAtoms
2776,PP1,310,60,POPE, O13
2776,PP1,323,5,POPE, O14
2777,PP1,310,60,POPE, O13
2777,PP1,323,5,POPE, O14
2778,PP1,310,60,POPE, O13
2778,PP1,323,5,POPE, O14
2779,PP1,310,60,POPE, O13
2779,PP1,323,5,POPE, O14
2780,PP1,310,60,POPE, O13
2780,PP1,323,5,POPE, O14
2781,PP1,310,60,POPE, O13
2781,PP1,323,5,POPE, O14
2782,PP1,310,60,POPE, O13
2782,PP1,323,5,POPE, O14
2783,PP1,310,60,POPE, O13
2783,PP1,323,5,POPE, O14
2784,PP1,310,60,POPE, O13
2784,PP1,323,5,POPE, O14
2785,PP1,310,60,POPE, O13
2785,PP1,323,5,POPE, O14
2786,PP1,310,60,POPE, O13
2786,PP1,323,5,POPE, O14
2787,PP1,310,60,POPE, O13
2787,PP1,323,5,POPE, O14
2788,PP1,310,60,POPE, O13
2788,PP1,323,5,POPE, O14
2789,PP1,310,60,POPE, O13
2789,PP1,323,5,POPE, O14
2790,PP1,310,60,POPE, O13
2790,PP1,323,5,POPE, O14
2791,PP1,310,60,POPE, O13
2791,PP1,323,5,POPE, O14
2792,PP1,310,60,POPE, O13
2792,PP1,323,5,POPE, O14
2793,PP1,310,60,POPE, O13
2793,PP1,323,5,POPE, O14
2794,PP1,310,60,POPE, O13
2794,PP1,323,5,POPE, O14
2795,PP1,310,60,POPE, O13
2795,PP1,323,5,POPE, O14
2796,PP1,310,60,POPE, O13
2796,PP1,323,5,POPE, O14
2797,PP1,310,60,POPE, O13
2797,PP1,323,5,POPE, O14
2798,PP1,310,60,POPE, O13
2798,PP1,323,5,POPE, O14
2799,PP1,310,60,POPE, O13
2799,PP1,323,5,POPE, O14
2800,PP1,310,60,POPE, O13
2800,PP1,323,5,POPE, O14
2801,PP1,310,60,POPE, O13
2801,PP1,323,5,POPE, O14
2802,PP1,310,60,POPE, O13
2802,PP1,323,5,POPE, O14
2803,PP1,310,60,POPE, O13
2803,PP1,323,5,POPE, O14
2804,PP1,310,60,POPE, O13
2804,PP1,323,5,POPE, O14
2805,PP1,310,60,POPE, O13
2805,PP1,323,5,POPE, O14
2806,PP1,310,60,POPE, O13
2806,PP1,323,5,POPE, O14
2807,PP1,310,60,POPE, O13
2807,PP1,323,5,POPE, O14
2808,PP1,310,60,POPE, O13
2808,PP1,323,5,POPE, O14
2809,PP1,310,60,POPE, O13
2809,PP1,323,5,POPE, O14
2810,PP1,310,60,POPE, O13 P
2810,PP1,323,5,POPE, O14
2811,PP1,310,60,POPE, O13
2811,PP1,323,5,POPE, O14
2812,PP1,310,60,POPE, O13
2812,PP1,323,5,POPE, O14
2813,PP1,310,60,POPE, O13
2813,PP1,323,5,POPE, O14
2814,PP1,310,60,POPE, O13
2814,PP1,323,5,POPE, O14
2815,PP1,310,60,POPE, O13
2815,PP1,323,5,POPE, O14
2816,PP1,310,60,POPE, O13
2816,PP1,323,5,POPE, O14
2817,PP1,310,60,POPE, O13
2817,PP1,323,5,POPE, O14
2818,PP1,310,60,POPE, O13
2818,PP1,323,5,POPE, O14
2819,PP1,310,60,POPE, O13
2819,PP1,323,5,POPE, O14
2820,PP1,310,60,POPE, O13
2820,PP1,323,5,POPE, O14
2821,PP1,310,60,POPE, O13
2821,PP1,323,5,POPE, O14
2822,PP1,310,60,POPE, O13
2822,PP1,323,5,POPE, O14
2823,PP1,310,60,POPE, O13
2823,PP1,323,5,POPE, O14
2824,PP1,310,60,POPE, O13
2824,PP1,323,5,POPE, O14
2825,PP1,310,60,POPE, O13
2825,PP1,323,5,POPE, O14
2826,PP1,310,60,POPE, O13
2826,PP1,323,5,POPE, O14
2827,PP1,310,60,POPE, O13
2827,PP1,323,5,POPE, O14
2828,PP1,310,60,POPE, O13
2828,PP1,323,5,POPE, O14
2829,PP1,310,60,POPE, O13
2829,PP1,323,5,POPE, O14
2830,PP1,310,60,POPE, O13
2830,PP1,323,5,POPE, O14
2831,PP1,310,60,POPE, O13
2831,PP1,323,5,POPE, O14
2832,PP1,310,60,POPE, O13
2832,PP1,323,5,POPE, O14
2833,PP1,310,60,POPE, O13
2833,PP1,323,5,POPE, O14
2834,PP1,310,60,POPE, O13
2834,PP1,323,5,POPE, O14
2835,PP1,310,60,POPE, O13
2835,PP1,323,5,POPE, O14
2836,PP1,310,60,POPE, O13
2836,PP1,323,5,POPE, O14
2837,PP1,310,60,POPE, O13
2837,PP1,323,5,POPE, O14
2838,PP1,310,60,POPE, O13
2838,PP1,323,5,POPE, O14
2839,PP1,310,60,POPE, O13
2839,PP1,323,5,POPE, O14
2840,PP1,310,60,POPE, O13
2840,PP1,323,5,POPE, O14
2841,PP1,310,60,POPE, O13
2841,PP1,323,5,POPE, O14
2842,PP1,310,60,POPE, O13
2842,PP1,323,5,POPE, O14
2843,PP1,310,60,POPE, O13
2843,PP1,323,5,POPE, O14
2844,PP1,310,60,POPE, O13
2844,PP1,323,5,POPE, O14
2845,PP1,310,60,POPE, O13
2845,PP1,323,5,POPE, O14
2846,PP1,310,60,POPE, O13
2846,PP1,323,5,POPE, O14
2847,PP1,310,60,POPE, O13
2847,PP1,323,5,POPE, O14
2848,PP1,310,60,POPE, O13
2848,PP1,323,5,POPE, O14
2849,PP1,310,60,POPE, O13 P
2849,PP1,323,5,POPE, O14
2850,PP1,310,60,POPE, O13
2850,PP1,323,5,POPE, O14
2851,PP1,310,60,POPE, O13
2851,PP1,323,5,POPE, O14
2852,PP1,310,60,POPE, O13
2852,PP1,323,5,POPE, O14
2853,PP1,310,60,POPE, O13
2853,PP1,323,5,POPE, O14
2854,PP1,310,60,POPE, O13
2854,PP1,323,5,POPE, O14
2855,PP1,310,60,POPE, O13
2855,PP1,323,5,POPE, O14
2856,PP1,310,60,POPE, O13
2856,PP1,323,5,POPE, O14
2857,PP1,310,60,POPE, O13
2857,PP1,323,5,POPE, O14 P
2858,PP1,310,60,POPE, O13
2858,PP1,323,5,POPE, O14
2859,PP1,310,60,POPE, O13
2859,PP1,323,5,POPE, O14
2860,PP1,310,60,POPE, O13
2860,PP1,323,5,POPE, O14
2861,PP1,310,60,POPE, O13
2861,PP1,323,5,POPE, O14
2862,PP1,310,60,POPE, O13
2862,PP1,323,5,POPE, O14
2863,PP1,310,60,POPE, O13
2863,PP1,323,5,POPE, O14
2864,PP1,310,60,POPE, O13
2864,PP1,323,5,POPE, O14
2865,PP1,310,60,POPE, O13
2865,PP1,323,5,POPE, O14
2866,PP1,310,60,POPE, O13
2866,PP1,323,5,POPE, O14
2867,PP1,310,60,POPE, O13
2867,PP1,323,5,POPE, O14
2868,PP1,310,60,POPE, O13
2868,PP1,323,5,POPE, O14
2869,PP1,310,60,POPE, O13
2869,PP1,323,5,POPE, O14
2870,PP1,310,60,POPE, O13
2870,PP1,323,5,POPE, O14
2871,PP1,310,60,POPE, O13
2871,PP1,323,5,POPE, O14
2872,PP1,310,60,POPE, O13
2872,PP1,323,5,POPE, O14
2873,PP1,310,60,POPE, O13
2873,PP1,323,5,POPE, O14
2874,PP1,310,60,POPE, O13
2874,PP1,323,5,POPE, O14
2875,PP1,310,60,POPE, O13
2875,PP1,323,5,POPE, O14
2876,PP1,310,60,POPE, O13 P
2876,PP1,323,5,POPE, O14
2877,PP1,310,60 74,POPE, HN2 O13
2877,PP1,323,5,POPE, O14
2878,PP1,310,60,POPE, O13
2878,PP1,323,5,POPE, O14
2879,PP1,310,60,POPE, O13
2879,PP1,323,5,POPE, O14
2880,PP1,310,60,POPE, O13
2880,PP1,323,5,POPE, O14 P
2881,PP1,310,60,POPE, O13
2881,PP1,323,5,POPE, O14
2882,PP1,310,60 74,POPE, HN1 O13
2882,PP1,323,5,POPE, O14
2883,PP1,310,60,POPE, O13
2883,PP1,323,5,POPE, O14
2884,PP1,310,60,POPE, O13
2884,PP1,323,5,POPE, O14
2885,PP1,310,60,POPE, O13
2885,PP1,323,5,POPE, O14
2886,PP1,310,60,POPE, O13
2886,PP1,323,5,POPE, O14
2887,PP1,310,60,POPE, O13
2887,PP1,323,5,POPE, O14
2888,PP1,310,60,POPE, O13
2888,PP1,323,5,POPE, O14
2889,PP1,310,60,POPE, O13
2889,PP1,323,5,POPE, O14
2890,PP1,310,60,POPE, O13
2890,PP1,323,5,POPE, O14
2891,PP1,310,60,POPE, O13
2891,PP1,323,5,POPE, O14
2892,PP1,310,60,POPE, O13
2892,PP1,323,5,POPE, O14
2893,PP1,310,60,POPE, O13
2893,PP1,323,5,POPE, O14
2894,PP1,310,60,POPE, O13
2894,PP1,323,5,POPE, O14
2895,PP1,310,60,POPE, O13
2895,PP1,323,5,POPE, O14
2896,PP1,310,60,POPE, O13
2896,PP1,323,5,POPE, O14
2897,PP1,310,60,POPE, O13
2897,PP1,323,5,POPE, O14
2898,PP1,310,60,POPE, O13
2898,PP1,323,5,POPE, O14
2899,PP1,310,60,POPE, O13
2899,PP1,323,5,POPE, O14
2900,PP1,310,60,POPE, O13
2900,PP1,323,5,POPE, O14
2901,PP1,310,60,POPE, O13
2901,PP1,323,5,POPE, O14
2902,PP1,310,60,POPE, O13
2902,PP1,323,5,POPE, O14
2903,PP1,310,60,POPE, O13
2903,PP1,323,5,POPE, O14
2904,PP1,310,60,POPE, O13
2904,PP1,323,5,POPE, O14
2905,PP1,310,60,POPE, O13
2905,PP1,323,5,POPE, O14
2906,PP1,310,60,POPE, O13
2906,PP1,323,5,POPE, O14
2907,PP1,310,60,POPE, O13
2907,PP1,323,5,POPE, O14
2908,PP1,310,60,POPE, O13
2908,PP1,323,5,POPE, O14
2909,PP1,310,60,POPE, O13
2909,PP1,323,5,POPE, O14
2910,PP1,310,60,POPE, O13
2910,PP1,323,5,POPE, O14
2911,PP1,310,60,POPE, O13
2911,PP1,323,5,POPE, O14
2912,PP1,310,60,POPE, O13
2912,PP1,323,5,POPE, O14
2913,PP1,310,60,POPE, O13
2913,PP1,323,5,POPE, O14
2914,PP1,310,60,POPE, O13
2914,PP1,323,5,POPE, O14
2915,PP1,310,60,POPE, O13
2915,PP1,323,5,POPE, O14
2916,PP1,310,60,POPE, O13
2916,PP1,323,5,POPE, O14
2917,PP1,310,60,POPE, O13
2917,PP1,323,5,POPE, O14
2918,PP1,310,60,POPE, O13
2918,PP1,323,5,POPE, O14
2919,PP1,310,60,POPE, O13
2919,PP1,323,5,POPE, O14
2920,PP1,310,60,POPE, O13
2920,PP1,323,5,POPE, O14
2921,PP1,310,60,POPE, O13
2921,PP1,323,5,POPE, O14
2922,PP1,310,60,POPE, O13
2922,PP1,323,5,POPE, O14
2923,PP1,310,60,POPE, O13
2923,PP1,323,5,POPE, O14 P
2924,PP1,310,60,POPE, O13
2924,PP1,323,5,POPE, O14
2925,PP1,310,60,POPE, O13
2925,PP1,323,5,POPE, O14
2926,PP1,310,60,POPE, O13
2926,PP1,323,5,POPE, O14
2927,PP1,310,60,POPE, O13
2927,PP1,323,5,POPE, O14
2928,PP1,310,60,POPE, O13
2928,PP1,323,5,POPE, O14
2929,PP1,310,60,POPE, O13
2929,PP1,323,5,POPE, O14
2930,PP1,310,60,POPE, O13
2930,PP1,323,5,POPE, O14
2931,PP1,310,60,POPE, O13
2931,PP1,323,5,POPE, O14
2932,PP1,310,60,POPE, O13
2932,PP1,323,5,POPE, O14
2933,PP1,310,60,POPE, O13
2933,PP1,323,5,POPE, O14
2934,PP1,310,60,POPE, O13
2934,PP1,323,5,POPE, O14
2935,PP1,310,60,POPE, O13
2935,PP1,323,5,POPE, O14
2936,PP1,310,60,POPE, O13
2936,PP1,323,5,POPE, O14
2937,PP1,310,60,POPE, O13
2937,PP1,323,5,POPE, O14
2938,PP1,310,60,POPE, HN1 O13
2938,PP1,323,5,POPE, O14
2939,PP1,310,60,POPE, O13
2939,PP1,323,5,POPE, O14
2940,PP1,310,60,POPE, O13
2940,PP1,323,5,POPE, O14
2941,PP1,310,60,POPE, O13
2941,PP1,323,5,POPE, O14
2942,PP1,310,60,POPE, O13
2942,PP1,323,5,POPE, O14
2943,PP1,310,60,POPE, O13
2943,PP1,323,5,POPE, O14
2944,PP1,310,60,POPE, O13
2944,PP1,323,5,POPE, O14
2945,PP1,310,60,POPE, O13
2945,PP1,323,5,POPE, O14
2946,PP1,310,60,POPE, O13
2946,PP1,323,5,POPE, O14
2947,PP1,310,60,POPE, O13
2947,PP1,323,5,POPE, O14
2948,PP1,310,60,POPE, O13
2948,PP1,323,5,POPE, O14
2949,PP1,310,60,POPE, O13
2949,PP1,323,5,POPE, O14
2950,PP1,310,60,POPE, O13
2950,PP1,323,5,POPE, O14
2951,PP1,310,60,POPE, O13
2951,PP1,323,5,POPE, O14
2952,PP1,310,60,POPE, O13
2952,PP1,323,5,POPE, O14
2953,PP1,310,60,POPE, O13
2953,PP1,323,5,POPE, O14
2954,PP1,310,60,POPE, O13
2954,PP1,323,5,POPE, O14
2955,PP1,310,60,POPE, O13
2955,PP1,323,5,POPE, O14
2956,PP1,310,60,POPE, O13
2956,PP1,323,5,POPE, O14
2957,PP1,310,60,POPE, O13
2957,PP1,323,5,POPE, O14
2958,PP1,310,60,POPE, O13
2958,PP1,323,5,POPE, O14
2959,PP1,310,60,POPE, O13
2959,PP1,323,5,POPE, O14
2960,PP1,310,60,POPE, O13
2960,PP1,323,5,POPE, O14
2961,PP1,310,60 74,POPE, HN2 O13
2961,PP1,323,5,POPE, O14 P
2962,PP1,310,60,POPE, O13
2962,PP1,323,5,POPE, O14
2963,PP1,310,60,POPE, O13 P
2963,PP1,323,5,POPE, O14
2964,PP1,310,60,POPE, O13
2964,PP1,323,5,POPE, O14
2965,PP1,310,60,POPE, O13
2965,PP1,323,5,POPE, O14
2966,PP1,310,60,POPE, O13
2966,PP1,323,5,POPE, O14
2967,PP1,310,60,POPE, O13
2967,PP1,323,5,POPE, O14
2968,PP1,310,60,POPE, O13
2968,PP1,323,5,POPE, O14
2969,PP1,310,60,POPE, O13
2969,PP1,323,5,POPE, O14
2970,PP1,310,60,POPE, O13
2970,PP1,323,5,POPE, O14
2971,PP1,310,60,POPE, O13
2971,PP1,323,5,POPE, O14
2972,PP1,310,60,POPE, O13
2972,PP1,323,5,POPE, O14
2973,PP1,310,60 74,POPE, HN1 O13
2973,PP1,323,5,POPE, O14
2974,PP1,310,60,POPE, O13
2974,PP1,323,5,POPE, O14
2975,PP1,310,60,POPE, O13
2975,PP1,323,5,POPE, O14
2976,PP1,310,60,POPE, O13
2976,PP1,323,5,POPE, O14
2977,PP1,310,60,POPE, O13
2977,PP1,323,5,POPE, O14
2978,PP1,310,60,POPE, O13
2978,PP1,323,5,POPE, O14
2979,PP1,310,60,POPE, O13
2979,PP1,323,5,POPE, O14
2980,PP1,310,60,POPE, O13
2980,PP1,323,5,POPE, O14
2981,PP1,310,60,POPE, O13
2981,PP1,323,5,POPE, O14
2982,PP1,310,60,POPE, O13
2982,PP1,323,5,POPE, O14
2983,PP1,310,60,POPE, O13
2983,PP1,323,5,POPE, O14
2984,PP1,310,60,POPE, O13
2984,PP1,323,5,POPE, O14
2985,PP1,310,60,POPE, O13
2985,PP1,323,5,POPE, O14
2986,PP1,310,60,POPE, O13
2986,PP1,323,5,POPE, O14
2987,PP1,310,60,POPE, O13
2987,PP1,323,5,POPE, O14
2988,PP1,310,60,POPE, HN1 O13
2988,PP1,323,5,POPE, O14
2989,PP1,310,60,POPE, O13
2989,PP1,323,5,POPE, O14
2990,PP1,310,60,POPE, O13
2990,PP1,323,5,POPE, O14
2991,PP1,310,60,POPE, O13
2991,PP1,323,5,POPE, O14
2992,PP1,310,60,POPE, O13
2992,PP1,323,5,POPE, O14
2993,PP1,310,60,POPE, O13
2993,PP1,323,5,POPE, O14
2994,PP1,310,60,POPE, O13
2994,PP1,323,5,POPE, O14
2995,PP1,310,60,POPE, O13
2995,PP1,323,5,POPE, O14
2996,PP1,310,60,POPE, O13
2996,PP1,323,5,POPE, O14
2997,PP1,310,60,POPE, O13
2997,PP1,323,5,POPE, O14
2998,PP1,310,60,POPE, O13
2998,PP1,323,5,POPE, O14
2999,PP1,310,60,POPE, O13
2999,PP1,323,5,POPE, O14
3000,PP1,310,60,POPE, O13
3000,PP1,323,5,POPE, O14
3001,PP1,310,60,POPE, O13
3001,PP1,323,5,POPE, O14
3002,PP1,310,60,POPE, O13
3002,PP1,323,5,POPE, O14
3003,PP1,310,60,POPE, O13
3003,PP1,323,5,POPE, O14
3004,PP1,310,60,POPE, O13
3004,PP1,323,5,POPE, O14
3005,PP1,310,60,POPE, O13
3005,PP1,323,5,POPE, O14
3006,PP1,310,60,POPE, O13 P
3006,PP1,323,5,POPE, O14
3007,PP1,310,60,POPE, O13
3007,PP1,323,5,POPE, O14
3008,PP1,310,60,POPE, HN3 O13
3008,PP1,323,5,POPE, O14
3009,PP1,310,60,POPE, O13
3009,PP1,323,5,POPE, O14
3010,PP1,310,60,POPE, O13 P
3010,PP1,323,5,POPE, O14
3011,PP1,310,60,POPE, O13
3011,PP1,323,5,POPE, O14
3012,PP1,310,60,POPE, O13
3012,PP1,323,5,POPE, O14
3013,PP1,310,60,POPE, O13
3013,PP1,323,5,POPE, O14
3014,PP1,310,60,POPE, O13
3014,PP1,323,5,POPE, O14
3015,PP1,310,60,POPE, O13
3015,PP1,323,5,POPE, O14
3016,PP1,310,60,POPE, O13
3016,PP1,323,5,POPE, O14
3017,PP1,310,60,POPE, O13
3017,PP1,323,5,POPE, O14
3018,PP1,310,60,POPE, O13
3018,PP1,323,5,POPE, O14
3019,PP1,310,60,POPE, O13
3019,PP1,323,5,POPE, O14
3020,PP1,310,60,POPE, O13
3020,PP1,323,5,POPE, O14
3021,PP1,310,60,POPE, O13
3021,PP1,323,5,POPE, O14
3022,PP1,310,60,POPE, O13
3022,PP1,323,5,POPE, O14
3023,PP1,310,60,POPE, O13
3023,PP1,323,5,POPE, O14
3024,PP1,310,60,POPE, O13
3024,PP1,323,5,POPE, O14
3025,PP1,310,60,POPE, O13
3025,PP1,323,5,POPE, O14
3026,PP1,310,60,POPE, O13
3026,PP1,323,5,POPE, O14
3027,PP1,310,60,POPE, O13
3027,PP1,323,5,POPE, O14
3028,PP1,310,60,POPE, O13
3028,PP1,323,5,POPE, O14
3029,PP1,310,60,POPE, O13
3029,PP1,323,5,POPE, O14
3030,PP1,310,60,POPE, O13
3030,PP1,323,5,POPE, O14
3031,PP1,310,60,POPE, O13
3031,PP1,323,5,POPE, O14
3032,PP1,310,60,POPE, O13
3032,PP1,323,5,POPE, O14
3033,PP1,310,60,POPE, O13
3033,PP1,323,5,POPE, O14
3034,PP1,310,60,POPE, O13
3034,PP1,323,5,POPE, O14
3035,PP1,310,60,POPE, O13
3035,PP1,323,5,POPE, O14
3036,PP1,310,60,POPE, O13
3036,PP1,323,5,POPE, O14
3037,PP1,310,60,POPE, O13
3037,PP1,323,5,POPE, O14
3038,PP1,310,60,POPE, O13
3038,PP1,323,5,POPE, O14
3039,PP1,310,60,POPE, O13
3039,PP1,323,5,POPE, O14
3040,PP1,310,60,POPE, O13
3040,PP1,323,5,POPE, O14 P
3041,PP1,310,60,POPE, O13
3041,PP1,323,5,POPE, O14
3042,PP1,310,60,POPE, O13
3042,PP1,323,5,POPE, O14
3043,PP1,310,60,POPE, O13
3043,PP1,323,5,POPE, O14
3044,PP1,310,60,POPE, O13
3044,PP1,323,5,POPE, O14
3045,PP1,310,60,POPE, O13
3045,PP1,323,5,POPE, O14
3046,PP1,310,60 74,POPE, HN1 O13
3046,PP1,323,5,POPE, O14
3047,PP1,310,60,POPE, O13
3047,PP1,323,5,POPE, O14
3048,PP1,310,60,POPE, O13
3048,PP1,323,5,POPE, O14
3049,PP1,310,60,POPE, O13
3049,PP1,323,5,POPE, O14
3050,PP1,310,60,POPE, HN3 O13
3050,PP1,323,5,POPE, O14
3051,PP1,310,60,POPE, O13
3051,PP1,323,5,POPE, O14
3052,PP1,310,60,POPE, O13
3052,PP1,323,5,POPE, O14
3053,PP1,310,60,POPE, O13
3053,PP1,323,5,POPE, O14
3054,PP1,310,60,POPE, O13
3054,PP1,323,5,POPE, O14
3055,PP1,310,60,POPE, O13
3055,PP1,323,5,POPE, O14 P
3056,PP1,310,60,POPE, O13
3056,PP1,323,5,POPE, O14
3057,PP1,310,60,POPE, O13
3057,PP1,323,5,POPE, O14
3058,PP1,310,60,POPE, O13
3058,PP1,323,5,POPE, O14
3059,PP1,310,60,POPE, O13
3059,PP1,323,5,POPE, O14
3060,PP1,310,60,POPE, O13
3060,PP1,323,5,POPE, O14
3061,PP1,310,60,POPE, O13
3061,PP1,323,5,POPE, O14
3062,PP1,310,60,POPE, O13
3062,PP1,323,5,POPE, O14
3063,PP1,310,60,POPE, O13
3063,PP1,323,5,POPE, O14
3064,PP1,310,60,POPE, O13
3064,PP1,323,5,POPE, O14
3065,PP1,310,60,POPE, O13
3065,PP1,323,5,POPE, O14
3066,PP1,310,60,POPE, O13
3066,PP1,323,5,POPE, O14
3067,PP1,310,60,POPE, O13
3067,PP1,323,5,POPE, O14
3068,PP1,310,60,POPE, O13
3068,PP1,323,5,POPE, O14
3069,PP1,310,60,POPE, O13
3069,PP1,323,5,POPE, O14
3070,PP1,310,60,POPE, O13
3070,PP1,323,5,POPE, O14
3071,PP1,310,60,POPE, O13
3071,PP1,323,5,POPE, O14
3072,PP1,310,60,POPE, O13
3072,PP1,323,5,POPE, O14
3073,PP1,310,60,POPE, O13
3073,PP1,323,5,POPE, O14
3074,PP1,310,60,POPE, O13
3074,PP1,323,5,POPE, O14
3075,PP1,310,60,POPE, O13
3075,PP1,323,5,POPE, O14
3076,PP1,310,60,POPE, O13
3076,PP1,323,5,POPE, O14
3077,PP1,310,60,POPE, O13
3077,PP1,323,5,POPE, O14 P
3078,PP1,310,60,POPE, O13
3078,PP1,323,5,POPE, O14
3079,PP1,310,60,POPE, O13
3079,PP1,323,5,POPE, O14
3080,PP1,310,60,POPE, O13
3080,PP1,323,5,POPE, O14
3081,PP1,310,60,POPE, O13
3081,PP1,323,5,POPE, O14
3082,PP1,310,60,POPE, O13
3082,PP1,323,5,POPE, O14
3083,PP1,310,60,POPE, O13
3083,PP1,323,5,POPE, O14
3084,PP1,310,60,POPE, O13
3084,PP1,323,5,POPE, O14
3085,PP1,310,60,POPE, O13
3085,PP1,323,5,POPE, O14
3086,PP1,310,60,POPE, O13
3086,PP1,323,5,POPE, O14
3087,PP1,310,60,POPE, O13
3087,PP1,323,5,POPE, O14
3088,PP1,310,60,POPE, O13
3088,PP1,323,5,POPE, O14
3089,PP1,310,60,POPE, O13
3089,PP1,323,5,POPE, O14
3090,PP1,310,60,POPE, O13
3090,PP1,323,5,POPE, O14
3091,PP1,310,60,POPE, O13
3091,PP1,323,5,POPE, O14
3092,PP1,310,60,POPE, O13
3092,PP1,323,5,POPE, O14
3093,PP1,310,60,POPE, O13
3093,PP1,323,5,POPE, O14
3094,PP1,310,60,POPE, O13
3094,PP1,323,5,POPE, O14
3095,PP1,310,60,POPE, O13
3095,PP1,323,5,POPE, O14
3096,PP1,310,60,POPE, O13
3096,PP1,323,5,POPE, O14
3097,PP1,310,60,POPE, O13
3097,PP1,323,5,POPE, O14
3098,PP1,310,60,POPE, O13
3098,PP1,323,5,POPE, O14
3099,PP1,310,60,POPE, O13
3099,PP1,323,5,POPE, O14
3100,PP1,310,60,POPE, O13
3100,PP1,323,5,POPE, O14
3101,PP1,310,60,POPE, O13
3101,PP1,323,5,POPE, O14
3102,PP1,310,60,POPE, O13
3102,PP1,323,5,POPE, O14 P
3103,PP1,310,60,POPE, O13
3103,PP1,323,5,POPE, O14
3104,PP1,310,60,POPE, O13
3104,PP1,323,5,POPE, O14
3105,PP1,310,60,POPE, O13
3105,PP1,323,5,POPE, O14
3106,PP1,310,60,POPE, O13
3106,PP1,323,5,POPE, O14
3107,PP1,310,60,POPE, O13
3107,PP1,323,5,POPE, O14 P
3108,PP1,310,60,POPE, O13
3108,PP1,323,5,POPE, O14
3109,PP1,310,60,POPE, O13
3109,PP1,323,5,POPE, O14
3110,PP1,310,60,POPE, O13
3110,PP1,323,5,POPE, O14
3111,PP1,310,60,POPE, O13
3111,PP1,323,5,POPE, O14
3112,PP1,310,60,POPE, O13
3112,PP1,323,5,POPE, O14
3113,PP1,310,60,POPE, O13
3113,PP1,323,5,POPE, O14
3114,PP1,310,60,POPE, O13
3114,PP1,323,5,POPE, O14
3115,PP1,310,60,POPE, O13
3115,PP1,323,5,POPE, O14
3116,PP1,310,60,POPE, O13
3116,PP1,323,5,POPE, O14
3117,PP1,310,60,POPE, O13
3117,PP1,323,5,POPE, O14
3118,PP1,310,60,POPE, O13
3118,PP1,323,5,POPE, O14 P
3119,PP1,310,31 60,POPE, HN1 O13 P
3119,PP1,323,5,POPE, O14
3120,PP1,310,60,POPE, O13
3120,PP1,323,5,POPE, O14
3121,PP1,310,60,POPE, O13
3121,PP1,323,5,POPE, O14
3122,PP1,310,60,POPE, O13
3122,PP1,323,5,POPE, O14
3123,PP1,310,60,POPE, O13
3123,PP1,323,5,POPE, O14
3124,PP1,310,60,POPE, O13
3124,PP1,323,5,POPE, O14
3125,PP1,310,60,POPE, O13
3125,PP1,323,5,POPE, O14
3126,PP1,310,60,POPE, O13
3126,PP1,323,5,POPE, O14
3127,PP1,310,60,POPE, O13
3127,PP1,323,5,POPE, O14
3128,PP1,310,60,POPE, O13
3128,PP1,323,5,POPE, O14
3129,PP1,310,60,POPE, O13
3129,PP1,323,5,POPE, O14
3130,PP1,310,60,POPE, O13
3130,PP1,323,5,POPE, O14
3131,PP1,310,60,POPE, O13
3131,PP1,323,5,POPE, O14
3132,PP1,310,60,POPE, O13
3132,PP1,323,5,POPE, O14
3133,PP1,310,60,POPE, O13
3133,PP1,323,5,POPE, O14
3134,PP1,310,60,POPE, O13
3134,PP1,323,5,POPE, O14
3135,PP1,310,60,POPE, O13
3135,PP1,323,5,POPE, O14
3136,PP1,310,60,POPE, O13
3136,PP1,323,5,POPE, O14
3137,PP1,310,60,POPE, O13
3137,PP1,323,5,POPE, O14
3138,PP1,310,60,POPE, O13
3138,PP1,323,5,POPE, O14
3139,PP1,310,60,POPE, O13
3139,PP1,323,5,POPE, O14
3140,PP1,310,60,POPE, O13
3140,PP1,323,5,POPE, O14
3141,PP1,310,60,POPE, O13
3141,PP1,323,5,POPE, O14
3142,PP1,310,60,POPE, O13
3142,PP1,323,5,POPE, O14
3143,PP1,310,60,POPE, O13
3143,PP1,323,5,POPE, O14
3144,PP1,310,60,POPE, O13
3144,PP1,323,5,POPE, O14
3145,PP1,310,60,POPE, O13
3145,PP1,323,5,POPE, O14
3146,PP1,310,60,POPE, O13
3146,PP1,323,5,POPE, O14
3147,PP1,310,60,POPE, O13
3147,PP1,323,5,POPE, O14
3148,PP1,310,60,POPE, O13
3148,PP1,323,5,POPE, O14
3149,PP1,310,60,POPE, O13
3149,PP1,323,5,POPE, O14
3150,PP1,310,60,POPE, O13
3150,PP1,323,5,POPE, O14
3151,PP1,310,60,POPE, O13
3151,PP1,323,5,POPE, O14
3152,PP1,310,60,POPE, O13
3152,PP1,323,5,POPE, O14
3153,PP1,310,60,POPE, O13
3153,PP1,323,5,POPE, O14
3154,PP1,310,60,POPE, O13
3154,PP1,323,5,POPE, O14
3155,PP1,310,60,POPE, O13
3155,PP1,323,5,POPE, O14
3156,PP1,310,60,POPE, O13
3156,PP1,323,5,POPE, O14
3157,PP1,310,60,POPE, O13 P
3157,PP1,323,5,POPE, O14
3158,PP1,310,60,POPE, O13
3158,PP1,323,5,POPE, O14
3159,PP1,310,60,POPE, O13
3159,PP1,323,5,POPE, O14
3160,PP1,310,60,POPE, O13
3160,PP1,323,5,POPE, O14
3161,PP1,310,60,POPE, O13
