0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,
11,0,
12,0,
13,0,
14,0,
15,0,
16,0,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0,
31,0,
32,0,
33,0,
34,0,
35,0,
36,0,
37,0,
38,0,
39,0,
40,0,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0,
49,0,
50,1,6325
51,1,6325
52,1,6325
53,1,6325
54,1,6325
55,1,6325
56,1,6325
57,1,6325
58,1,6325
59,1,6325
60,1,6325
61,1,6325
62,1,6325
63,1,6325
64,1,6325
65,1,6325
66,1,6325
67,1,6325
68,1,6325
69,1,6325
70,2,3093 6325
71,2,3093 6325
72,2,3093 6325
73,1,6325
74,1,6325
75,1,6325
76,1,6325
77,1,6325
78,1,6325
79,1,6325
80,1,6325
81,1,6325
82,1,6325
83,1,6325
84,1,6325
85,1,6325
86,1,6325
87,1,6325
88,1,6325
89,1,6325
90,2,5563 6325
91,2,5563 6325
92,2,5563 6325
93,2,5563 6325
94,2,5563 6325
95,2,5563 6325
96,2,5563 6325
97,2,5563 6325
98,2,5563 6325
99,3,5563 573 6325
100,2,5563 6325
101,2,5563 6325
102,2,5563 6325
103,2,5563 6325
104,2,5563 6325
105,2,5563 6325
106,3,4667 5563 6325
107,3,4667 5563 6325
108,3,4667 5563 6325
109,2,4667 5563 6325
110,3,4667 5563 6325
111,2,5563 6325
112,3,4667 5563 6325
113,2,4667 5563 6325
114,2,5563 6325
115,2,5563 6325
116,2,5563 6325
117,1,6325
118,2,5563 6325
119,2,5563 6325
120,2,5563 6325
121,2,5563 6325
122,2,5563 6325
123,1,6325
124,1,6325
125,1,6325
126,1,6325
127,1,6325
128,1,6325
129,1,6325
130,1,6325
131,1,6325
132,1,6325
133,1,6325
134,1,6325
135,1,6325
136,1,6325
137,1,6325
138,1,6325
139,1,6325
140,1,6325
141,1,6325
142,1,6325
143,1,6325
144,1,6325
145,1,6325
146,1,6325
147,1,6325
148,1,6325
149,1,6325
150,1,6325
151,1,6325
152,1,6325
153,1,6325
154,1,6325
155,1,6325
156,1,6325
157,1,6325
158,1,6325
159,1,6325
160,1,6325
161,1,6325
162,1,6325
163,2,6325 8084
164,2,6325 8084
165,2,6325 8084
166,2,6325 8084
167,1,6325
168,1,6325
169,1,6325
170,1,6325
171,1,6325
172,1,6325
173,1,6325
174,1,6325
175,1,6325
176,1,6325
177,1,6325
178,1,6325
179,1,6325
180,1,6325
181,1,6325
182,1,6325
183,1,6325
184,1,6325
185,1,6325
186,1,6325
187,1,6325
188,1,6325
189,1,6325
190,1,6325
191,1,6325
192,1,6325
193,1,6325
194,1,6325
195,1,6325
196,1,6325
197,1,6325
198,1,6325
199,1,6325
200,1,6325
201,1,6325
202,1,6325
203,1,6325
204,1,6325
205,1,6325
206,1,6325
207,1,6325
208,1,6325
209,1,6325
210,1,6325
211,1,6325
212,1,6325
213,1,6325
214,1,6325
215,1,6325
216,1,6325
217,1,6325
218,1,6325
219,1,6325
220,1,6325
221,1,6325
222,2,2840 6325
223,2,2840 6325
224,2,2840 6325
225,2,2840 6325
226,2,2840 6325
227,2,2840 6325
228,2,2840 6325
229,2,2840 6325
230,2,2840 6325
231,2,2840 6325
232,2,2840 6325
233,2,2840 6325
234,2,2840 6325
235,2,2840 6325
236,2,2840 6325
237,1,2840 6325
238,2,2840 6325
239,2,2840 6325
240,2,2840 6325
241,2,2840 6325
242,2,2840 6325
243,2,2840 6325
244,2,2840 6325
245,1,6325
246,1,6325
247,1,6325
248,1,6325
249,1,6325
250,1,6325
251,1,6325
252,1,6325
253,1,6325
254,1,6325
255,1,6325
256,1,6325
257,1,6325
258,1,6325
259,1,6325
260,1,6325
261,1,6325
262,1,6325
263,1,6325
264,1,6325
265,1,6325
266,1,6325
267,1,6325
268,1,6325
269,1,6325
270,1,6325
271,1,6325
272,1,6325
273,1,6325
274,1,6325
275,1,6325
276,1,6325
277,1,6325
278,1,6325
279,1,6325
280,1,6325
281,1,6325
282,1,6325
283,1,6325
284,1,6325
285,1,6325
286,1,6325
287,1,6325
288,1,6325
