0,0,
1,0,
2,0,
3,0,
4,1,2754
5,0,
6,0,
7,0,
8,0,
9,1,8190
10,1,75
11,3,6071 6577 8190
12,5,1921 2004 4083 6071 6577
13,3,1921 2004 6577
14,4,1921 2004 6577 8190
15,2,1921 6577
16,2,1921 6577
17,2,1921 6577
18,2,1921 6577
19,2,1921 4083 6577
20,4,1921 4083 4519 6577
21,5,1921 2004 4083 4519 6577
22,4,1921 4083 4519 6577
23,3,1921 4083 4519
24,4,1921 4083 4519 6577
25,2,4519 6577
26,4,1921 4083 4519 6577
27,3,4083 4519 6577
28,3,1921 4083 4519 6577
29,4,1921 4083 4519 6577
30,5,1921 4083 4519 6577 737
31,2,4083 6577
32,2,4083 6577
33,3,4083 6577 737
34,2,4083 6577
35,2,4083 6577
36,2,4083 6577
37,2,4083 6577
38,2,4083 6577
39,2,4083 6577
40,3,4083 6099 6577
41,2,4083 6577
42,2,4083 6577
43,2,4083 6577
44,3,2925 4083 6577
45,5,273 4083 602 6577 6873
46,4,4083 602 6577 6873
47,2,6577 6873
48,2,6577 6873
49,2,6577 6873
50,2,6577 6873
51,3,4457 6577 6873
52,4,4097 4457 6577 6873 8676
53,6,4097 4457 6577 6873 8676 8751
54,6,4097 4202 6577 6873 8676 8751
55,6,1886 2644 2916 4202 6873 8267 8751
56,4,1886 3112 6873 8676 8751
57,7,1886 3112 4967 6873 7818 8676 8751
58,5,2916 3112 6873 7818 8676
59,4,3112 6873 8676 8751
60,3,6873 8676 8751
61,5,2276 4122 4202 8676 8751
62,4,4122 4202 6873 8751
63,4,4202 6873 8676 8751
64,4,2555 4202 6873 8751
65,4,2555 4202 6873 8751
66,4,2555 4202 6873 8751
67,4,2555 4202 6873 8751
68,4,2555 4202 6873 8751
69,4,2555 4202 6873 8751
70,4,2555 4202 6873 8751
71,4,2555 4202 6873 8751
72,4,2555 4202 6873 8751
73,4,2555 4202 6873 8751
74,2,6873 8751
75,1,8751
76,2,6873 8751
77,2,6794 8751
78,5,1226 4457 6794 6873 8751
79,5,1226 4457 6794 6873 8751
80,5,1226 4457 6794 6873 8751
81,5,1226 4457 6794 6873 8751
82,6,1226 4457 5604 6794 6873 8751
83,5,4457 5604 6794 6873 8751
84,5,4457 5604 6794 6873 8751
85,4,4457 6794 6873 8751
86,3,5604 6794 8751
87,3,6794 6873 8751
88,3,4457 5604 8751
89,3,5604 6873 8751
90,4,1618 4457 5604 6873 8751
91,2,6873 8751
92,3,6873 7475 8751
93,2,6873 8751
94,3,6873 7475 8751
95,3,6873 7475 8751
96,2,7475 8751
97,2,7475 8751
98,2,7475 8751
99,2,7475 8751
100,2,7475 8751
101,2,7475 8751
102,2,7475 8751
103,2,7475 8751
104,2,7475 8751
105,2,7475 8751
106,2,7475 8751
107,2,7475 8751
108,2,7475 8751
109,2,7475 8751
110,2,7475 8751
111,2,7475 8751
112,2,7475 8751
113,2,7475 8751
114,2,7475 8751
115,2,7475 8751
116,2,7475 8751
117,2,7475 8751
118,2,7475 8751
119,2,7475 8751
120,2,7475 8751
121,2,7475 8751
122,2,7475 8751
123,2,7475 8751
124,2,7475 8751
125,2,7475 8751
126,2,7475 8751
127,2,7475 8751
128,2,7475 8751
129,2,7475 8751
130,2,7475 8751
131,2,7475 8751
132,3,4321 7475 8751
133,2,7475 8751
134,2,7475 8751
135,2,7475 8751
136,2,7475 8751
137,3,4321 7475 8751
138,3,4321 7475 8751
139,3,4321 7475 8751
140,3,4321 7475 8751
141,3,4321 7475 8751
142,2,7475 8751
143,3,4321 7475 8751
144,2,7475 8751
145,2,7475 8751
146,2,7475 8751
147,2,7475 8751
148,2,7475 8751
149,2,7475 8751
150,2,7475 8751
151,2,7475 8751
152,1,7475 8751
153,2,7475 8751
154,1,7475
155,2,7475 8751
156,2,7475 8751
157,2,7475 8751
158,2,7475 8751
159,2,7475 8751
160,2,7475 8751
161,2,7475 8751
162,2,7475 8751
163,2,7475 8751
164,2,7475 8751
165,2,7475 8751
166,2,7475 8751
167,2,7475 8751
168,2,7475 8751
169,2,7475 8751
170,2,7475 8751
171,2,7475 8751
172,2,7475 8751
173,2,7475 8751
174,2,7475 8751
175,2,7475 8751
176,2,7475 8751
177,2,7475 8751
178,2,7475 8751
