0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,
11,0,
12,0,
13,0,
14,0,
15,0,
16,0,
17,0,
18,0,
19,0,
20,0,
21,0,
22,0,
23,0,
24,0,
25,0,
26,0,
27,0,
28,0,
29,0,
30,0,
31,0,
32,0,
33,0,
34,0,
35,0,
36,0,
37,0,
38,0,
39,0,
40,0,
41,0,
42,0,
43,0,
44,0,
45,0,
46,0,
47,0,
48,0,
49,0,
50,0,
51,0,
52,0,
53,0,
54,0,
55,0,
56,0,
57,0,
58,0,
59,0,
60,0,
61,0,
62,0,
63,0,
64,0,
65,0,
66,0,
67,0,
68,0,
69,0,
70,0,
71,0,
72,0,
73,0,
74,0,
75,0,
76,0,
77,0,
78,0,
79,0,
80,0,
81,0,
82,0,
83,0,
84,0,
85,0,
86,0,
87,0,
88,0,
89,0,
90,0,
91,0,
92,0,
93,0,
94,0,
95,0,
96,0,
97,0,
98,0,
99,0,
100,0,
101,0,
102,0,
103,0,
104,0,
105,0,
106,0,
107,0,
108,0,
109,0,
110,0,
111,0,
112,0,
113,0,
114,0,
115,0,
116,0,
117,0,
118,0,
119,0,
120,0,
121,0,
122,0,
123,0,
124,0,
125,0,
126,0,
127,0,
128,0,
129,0,
130,0,
131,0,
132,0,
133,0,
134,0,
135,0,
136,0,
137,0,
138,0,
139,0,
140,0,
141,0,
142,0,
143,0,
144,0,
145,0,
146,0,
147,0,
148,0,
149,0,
150,1,8662
151,1,8662
152,1,8662
153,1,8662
154,1,8662
155,1,8662
156,1,8662
157,1,8662
158,1,8662
159,1,8662
160,1,8662
161,1,8662
162,1,8662
163,1,8662
164,1,8662
165,1,8662
166,1,8662
167,1,8662
168,1,8662
169,1,8662
170,1,8662
171,1,8662
172,1,8662
173,1,8662
174,1,8662
175,1,8662
176,1,8662
177,1,8662
178,1,8662
179,1,8662
180,1,8662
181,1,8662
182,1,8662
183,1,8662
184,1,8662
185,1,8662
186,1,8662
187,1,8662
188,1,8662
189,1,8662
190,1,8662
191,1,8662
192,1,8662
193,1,8662
194,1,8662
195,1,8662
196,1,8662
197,1,8662
198,1,8662
199,1,8662
200,1,8662
201,1,8662
202,1,8662
203,1,8662
204,1,8662
205,1,8662
206,1,8662
207,1,8662
208,1,8662
209,1,8662
210,1,8662
211,1,8662
212,1,8662
213,1,8662
214,1,8662
215,1,8662
216,1,8662
217,1,8662
218,1,8662
219,1,8662
220,1,8662
221,1,8662
222,1,8662
223,1,8662
224,1,8662
225,1,8662
226,1,8662
227,1,8662
228,1,8662
229,1,8662
230,1,8662
231,1,8662
232,1,8662
233,1,8662
234,1,8662
235,1,8662
236,1,8662
237,1,8662
238,1,8662
239,1,8662
240,1,8662
241,1,8662
242,1,8662
243,1,8662
244,1,8662
245,1,8662
246,1,8662
247,1,8662
248,1,8662
249,1,8662
250,1,8662
251,1,8662
252,1,8662
253,1,8662
254,1,8662
255,1,8662
256,1,8662
257,1,8662
258,1,8662
259,1,8662
260,1,8662
261,1,8662
262,1,8662
263,1,8662
264,1,8662
265,1,8662
266,1,8662
267,1,8662
268,1,8662
269,1,8662
270,1,8662
271,1,8662
272,1,8662
273,1,8662
274,1,8662
275,1,8662
276,1,8662
277,1,8662
278,1,8662
279,1,8662
280,1,8662
281,1,8662
282,1,8662
283,1,8662
284,1,8662
285,1,8662
286,1,8662
287,1,8662
288,1,8662
289,1,8662
290,1,8662
291,1,8662
292,1,8662
293,1,8662
294,1,8662
295,1,8662
296,1,8662
297,1,8662
298,1,8662
299,1,8662
300,1,8662
301,1,8662
302,1,8662
303,1,8662
304,1,8662
305,1,8662
306,1,8662
307,1,8662
308,1,8662
309,1,8662
310,1,8662
311,1,8662
312,1,8662
313,1,8662
314,1,8662
315,1,8662
316,1,8662
317,1,8662
318,1,8662
319,1,8662
320,1,8662
321,1,8662
322,1,8662
323,1,8662
324,1,8662
325,1,8662
326,1,8662
327,1,8662
328,1,8662
329,1,8662
330,1,8662
331,1,8662
332,1,8662
333,1,8662
334,1,8662
335,1,8662
336,1,8662
337,1,8662
338,1,8662
339,1,8662
340,1,8662
341,1,8662
342,1,8662
343,1,8662
344,1,8662
345,1,8662
346,1,8662
347,1,8662
