Frame,Chain,Mg,Sod,Total
0,1,0,2
0,2,0,0
1,1,0,1
1,2,0,0
2,1,0,0
2,2,0,0
3,1,0,0
3,2,0,1
4,1,0,0
4,2,0,0
5,1,0,2
5,2,0,1
6,1,0,1
6,2,0,1
7,1,0,1
7,2,0,3
8,1,0,1
8,2,0,2
9,1,0,2
9,2,0,1
10,1,0,2
10,2,0,1
11,1,0,1
11,2,0,1
12,1,0,2
12,2,0,0
13,1,0,1
13,2,0,0
14,1,0,1
14,2,0,0
15,1,0,2
15,2,0,1
16,1,0,2
16,2,0,1
17,1,0,1
17,2,0,1
18,1,0,0
18,2,0,0
19,1,0,0
19,2,0,1
20,1,0,0
20,2,0,0
21,1,0,0
21,2,0,1
22,1,0,0
22,2,0,1
23,1,0,0
23,2,0,1
24,1,0,2
24,2,0,0
25,1,0,1
25,2,0,0
26,1,0,1
26,2,0,0
27,1,0,2
27,2,0,0
28,1,0,1
28,2,0,0
29,1,0,0
29,2,0,1
30,1,0,0
30,2,0,0
31,1,0,0
31,2,0,3
32,1,0,0
32,2,0,0
33,1,0,0
33,2,0,3
34,1,0,0
34,2,0,0
35,1,0,0
35,2,0,0
36,1,0,0
36,2,0,1
37,1,0,0
37,2,0,1
38,1,0,0
38,2,0,0
39,1,0,0
39,2,0,1
40,1,0,0
40,2,0,0
41,1,0,0
41,2,0,1
42,1,0,0
42,2,0,0
43,1,0,1
43,2,0,0
44,1,0,1
44,2,0,0
45,1,0,1
45,2,0,0
46,1,0,0
46,2,0,1
47,1,0,0
47,2,0,0
48,1,0,0
48,2,0,0
49,1,0,0
49,2,0,1
50,1,0,1
50,2,0,0
51,1,0,0
51,2,0,0
52,1,0,0
52,2,0,0
53,1,0,0
53,2,0,0
54,1,0,0
54,2,0,1
55,1,0,0
55,2,0,1
56,1,0,0
56,2,0,0
57,1,0,2
57,2,0,2
58,1,0,1
58,2,0,2
59,1,0,0
59,2,0,1
60,1,0,0
60,2,0,0
61,1,0,0
61,2,0,0
62,1,0,0
62,2,0,1
63,1,0,0
63,2,0,0
64,1,0,0
64,2,0,0
65,1,0,1
65,2,0,0
66,1,0,0
66,2,0,1
67,1,0,0
67,2,0,0
68,1,0,0
68,2,0,1
69,1,0,0
69,2,0,0
70,1,0,0
70,2,0,0
71,1,0,0
71,2,0,0
72,1,0,0
72,2,0,0
73,1,0,0
73,2,0,1
74,1,0,0
74,2,0,0
75,1,0,0
75,2,0,0
76,1,0,0
76,2,0,0
77,1,0,0
77,2,0,0
78,1,0,1
78,2,0,0
79,1,0,0
79,2,0,0
80,1,0,2
80,2,0,0
81,1,0,0
81,2,0,2
82,1,0,0
82,2,0,0
83,1,0,1
83,2,0,0
84,1,0,0
84,2,0,0
85,1,0,1
85,2,0,0
86,1,0,1
86,2,0,1
87,1,0,0
87,2,0,0
88,1,0,0
88,2,0,0
89,1,0,1
89,2,0,1
90,1,0,1
90,2,0,0
91,1,0,0
91,2,0,1
92,1,0,0
92,2,0,0
93,1,0,0
93,2,0,1
94,1,0,1
94,2,0,1
95,1,0,0
95,2,0,0
96,1,0,1
96,2,0,0
97,1,0,0
97,2,0,0
98,1,0,0
98,2,0,0
99,1,0,0
99,2,0,0
100,1,0,0
100,2,0,1
101,1,0,0
101,2,0,0
102,1,0,0
102,2,0,1
103,1,0,0
103,2,0,1
104,1,0,0
104,2,0,1
105,1,0,0
105,2,0,2
106,1,0,0
106,2,0,1
107,1,0,0
107,2,0,0
108,1,0,0
108,2,0,0
109,1,0,0
109,2,0,0
110,1,0,0
110,2,0,0
111,1,0,1
111,2,0,0
112,1,0,0
112,2,0,0
113,1,0,0
113,2,0,1
114,1,0,0
114,2,0,0
115,1,0,0
115,2,0,0
116,1,0,0
116,2,0,0
117,1,0,0
117,2,0,0
118,1,0,0
118,2,0,0
119,1,0,0
119,2,0,0
120,1,0,0
120,2,0,0
121,1,0,0
121,2,0,0
122,1,0,0
122,2,0,1
123,1,0,0
123,2,0,0
124,1,0,0
124,2,0,0
125,1,0,0
125,2,0,0
126,1,0,0
126,2,0,0
127,1,0,0
127,2,0,1
128,1,0,0
128,2,0,0
129,1,0,0
129,2,0,0
130,1,0,1
130,2,0,0
131,1,0,0
131,2,0,0
132,1,0,0
132,2,0,0
133,1,0,0
133,2,0,0
134,1,0,0
134,2,0,0
135,1,0,1
135,2,0,0
136,1,0,0
136,2,0,0
137,1,0,0
137,2,0,0
138,1,0,0
138,2,0,0
139,1,0,0
139,2,0,0
140,1,0,0
140,2,1,0
141,1,0,0
141,2,0,0
142,1,0,0
142,2,0,0
143,1,0,1
143,2,0,0
144,1,0,0
144,2,0,1
145,1,0,0
145,2,0,0
146,1,0,0
146,2,0,0
147,1,0,0
147,2,0,0
148,1,0,0
148,2,0,0
149,1,0,1
149,2,0,0
150,1,0,0
150,2,0,1
151,1,0,2
151,2,0,1
152,1,0,0
152,2,0,1
153,1,0,0
153,2,0,0
154,1,0,1
154,2,0,0
155,1,0,1
155,2,0,0
156,1,0,0
156,2,0,0
157,1,0,0
157,2,0,0
158,1,0,0
158,2,0,0
159,1,0,0
159,2,0,0
160,1,0,0
160,2,0,0
161,1,0,0
161,2,0,0
162,1,0,0
162,2,0,0
163,1,0,0
163,2,0,0
164,1,0,0
164,2,0,0
165,1,0,0
165,2,0,1
166,1,0,1
166,2,0,1
167,1,0,1
167,2,0,1
168,1,0,1
168,2,0,1
169,1,0,2
169,2,0,0
170,1,0,0
170,2,0,1
171,1,0,0
171,2,0,3
172,1,0,0
172,2,0,1
173,1,0,0
173,2,0,2
174,1,0,0
174,2,0,1
175,1,0,1
175,2,0,0
176,1,0,1
176,2,0,0
177,1,0,0
177,2,0,0
178,1,0,0
178,2,0,1
179,1,0,0
179,2,0,1
180,1,0,0
180,2,0,1
181,1,0,0
181,2,0,0
182,1,0,0
182,2,0,0
183,1,0,0
183,2,0,0
184,1,0,0
184,2,0,1
185,1,0,1
185,2,0,0
186,1,0,0
186,2,0,1
187,1,0,0
187,2,0,1
188,1,0,1
188,2,0,0
189,1,0,1
189,2,0,0
190,1,0,1
190,2,0,0
191,1,0,2
191,2,0,0
192,1,0,0
192,2,0,1
193,1,0,0
193,2,0,0
194,1,0,0
194,2,0,1
195,1,0,0
195,2,0,1
196,1,0,1
196,2,0,1
197,1,0,0
197,2,0,0
198,1,0,1
198,2,0,0
199,1,0,0
199,2,0,1
200,1,0,0
200,2,0,0
201,1,0,0
201,2,0,0
202,1,0,0
202,2,0,1
203,1,0,0
203,2,0,2
204,1,0,1
204,2,0,0
205,1,0,2
205,2,0,1
206,1,0,0
206,2,0,0
207,1,0,0
207,2,0,0
208,1,0,0
208,2,0,0
209,1,0,1
209,2,0,0
210,1,0,1
210,2,0,0
211,1,0,0
211,2,0,0
212,1,0,0
212,2,0,0
213,1,0,0
213,2,0,0
214,1,0,0
214,2,0,0
215,1,0,0
215,2,0,0
216,1,0,1
216,2,0,0
217,1,0,1
217,2,0,0
218,1,0,0
218,2,0,0
219,1,0,0
219,2,0,0
220,1,0,0
220,2,0,0
221,1,0,0
221,2,0,1
222,1,0,0
222,2,0,1
223,1,0,0
223,2,0,0
224,1,0,0
224,2,0,0
225,1,0,0
225,2,0,0
226,1,0,0
226,2,0,0
227,1,0,0
227,2,0,0
228,1,0,0
228,2,0,0
229,1,0,1
229,2,0,1
230,1,0,0
230,2,0,1
231,1,0,0
231,2,0,1
232,1,0,0
232,2,0,1
233,1,0,0
233,2,0,0
234,1,0,0
234,2,0,1
235,1,0,1
235,2,0,1
236,1,0,0
236,2,0,0
237,1,0,0
237,2,0,0
238,1,0,0
238,2,0,1
239,1,0,0
239,2,0,0
240,1,0,0
240,2,0,0
241,1,0,0
241,2,0,0
242,1,0,0
242,2,0,1
243,1,0,1
243,2,0,0
244,1,0,1
244,2,0,0
245,1,0,0
245,2,0,2
246,1,0,0
246,2,0,0
247,1,0,0
247,2,0,1
248,1,0,0
248,2,0,0
249,1,0,0
249,2,0,0
250,1,0,1
250,2,0,0
251,1,0,1
251,2,0,0
252,1,0,0
252,2,0,2
253,1,0,1
253,2,0,0
254,1,0,0
254,2,0,0
255,1,0,0
255,2,0,1
256,1,0,0
256,2,0,0
257,1,0,0
257,2,0,0
258,1,0,0
258,2,0,0
259,1,0,0
259,2,0,0
260,1,0,0
260,2,0,0
261,1,0,0
261,2,0,0
262,1,0,0
262,2,0,0
263,1,0,0
263,2,0,0
264,1,0,0
264,2,0,2
265,1,0,0
265,2,0,0
266,1,0,0
266,2,0,0
267,1,0,0
267,2,0,0
268,1,0,0
268,2,0,0
269,1,0,0
269,2,0,1
270,1,0,0
270,2,0,0
271,1,0,0
271,2,0,0
272,1,0,0
272,2,0,0
273,1,0,0
273,2,0,0
274,1,0,0
274,2,0,0
275,1,0,0
275,2,0,1
276,1,0,1
276,2,0,0
277,1,0,0
277,2,0,0
278,1,0,0
278,2,0,0
279,1,0,0
279,2,0,1
280,1,0,0
280,2,0,0
281,1,0,0
281,2,0,0
282,1,0,0
282,2,0,0
283,1,0,0
283,2,0,0
284,1,0,0
284,2,0,0
285,1,0,0
285,2,0,0
286,1,0,0
286,2,0,0
287,1,0,0
287,2,0,0
288,1,0,0
288,2,0,0
289,1,0,0
289,2,0,0
290,1,0,0
290,2,0,0
291,1,0,0
291,2,0,0
292,1,0,1
292,2,0,1
293,1,0,0
293,2,0,0
294,1,0,0
294,2,0,2
295,1,0,0
295,2,0,0
296,1,0,0
296,2,0,0
297,1,0,0
297,2,0,0
298,1,0,0
298,2,0,0
299,1,0,0
299,2,0,0
300,1,0,0
300,2,0,1
301,1,0,0
301,2,0,0
302,1,0,1
302,2,0,0
303,1,0,0
303,2,0,0
304,1,0,0
304,2,0,0
305,1,0,1
305,2,0,0
306,1,0,1
306,2,0,0
307,1,0,0
307,2,0,0
308,1,0,1
308,2,0,1
309,1,0,0
309,2,0,0
310,1,0,0
310,2,0,0
311,1,0,0
311,2,0,0
312,1,0,0
312,2,0,0
313,1,0,1
313,2,0,0
314,1,0,1
314,2,0,0
315,1,0,1
315,2,0,0
316,1,0,2
316,2,0,0
317,1,0,1
317,2,0,1
318,1,0,1
318,2,0,0
319,1,0,1
319,2,0,0
320,1,0,1
320,2,0,0
321,1,0,0
321,2,0,0
322,1,0,0
322,2,0,1
323,1,0,0
323,2,0,1
324,1,0,0
324,2,0,0
325,1,0,1
325,2,0,0
326,1,0,0
326,2,0,0
327,1,0,0
327,2,0,0
328,1,0,0
328,2,0,1
329,1,0,0
329,2,0,1
330,1,0,0
330,2,0,1
331,1,0,0
331,2,0,2
332,1,0,0
332,2,0,1
333,1,0,0
333,2,0,2
334,1,0,0
334,2,0,1
335,1,0,0
335,2,0,1
336,1,0,1
336,2,0,1
337,1,0,0
337,2,0,1
338,1,0,1
338,2,0,2
339,1,0,1
339,2,0,1
340,1,0,0
340,2,0,2
341,1,0,1
341,2,0,1
342,1,0,0
342,2,0,1
343,1,0,0
343,2,0,1
344,1,0,0
344,2,0,1
345,1,0,0
345,2,0,1
346,1,0,0
346,2,0,2
347,1,0,0
347,2,0,3
348,1,0,0
348,2,0,1
349,1,0,0
349,2,0,1
350,1,0,1
350,2,0,1
351,1,0,1
351,2,0,0
352,1,0,2
352,2,0,0
353,1,0,0
353,2,0,0
354,1,0,0
354,2,0,0
355,1,0,0
355,2,0,0
356,1,0,0
356,2,0,0
357,1,0,0
357,2,0,0
358,1,0,0
358,2,0,0
359,1,0,0
359,2,0,1
360,1,0,0
360,2,0,1
361,1,0,1
361,2,0,0
362,1,0,0
362,2,0,0
363,1,0,1
363,2,0,0
364,1,0,2
364,2,0,0
365,1,0,1
365,2,0,0
366,1,0,1
366,2,0,1
367,1,0,1
367,2,0,0
368,1,0,1
368,2,0,0
369,1,0,1
369,2,0,0
370,1,0,1
370,2,0,1
371,1,0,1
371,2,0,0
372,1,0,2
372,2,0,0
373,1,0,2
373,2,0,1
374,1,0,0
374,2,0,1
375,1,0,1
375,2,0,2
376,1,0,0
376,2,0,0
377,1,0,1
377,2,0,0
378,1,0,0
378,2,0,0
379,1,0,1
379,2,0,0
380,1,0,0
380,2,0,0
381,1,0,0
381,2,0,0
382,1,0,1
382,2,0,0
383,1,0,0
383,2,0,0
384,1,0,0
384,2,0,0
385,1,0,1
385,2,0,0
386,1,0,1
386,2,0,0
387,1,0,0
387,2,0,0
388,1,0,0
388,2,0,0
389,1,0,1
389,2,0,1
390,1,0,1
390,2,0,0
391,1,0,0
391,2,0,0
392,1,0,0
392,2,0,0
393,1,0,2
393,2,0,0
394,1,0,0
394,2,0,0
395,1,0,0
395,2,0,0
396,1,0,0
396,2,0,0
397,1,0,0
397,2,0,0
398,1,0,1
398,2,0,0
399,1,0,0
399,2,0,0
400,1,0,1
400,2,0,0
401,1,0,0
401,2,0,0
402,1,0,0
402,2,0,1
403,1,0,0
403,2,0,0
404,1,0,0
404,2,0,0
405,1,0,0
405,2,0,1
406,1,0,0
406,2,0,1
407,1,0,0
407,2,0,0
408,1,0,0
408,2,0,0
409,1,0,0
409,2,0,0
410,1,0,1
410,2,0,0
411,1,0,0
411,2,0,0
412,1,0,0
412,2,0,1
413,1,0,0
413,2,0,0
414,1,0,0
414,2,0,2
415,1,0,0
415,2,0,1
416,1,0,0
416,2,0,1
417,1,0,0
417,2,0,0
418,1,0,0
418,2,0,0
419,1,0,0
419,2,0,1
420,1,0,0
420,2,0,1
421,1,0,0
421,2,0,0
422,1,0,1
422,2,0,1
423,1,0,0
423,2,0,0
424,1,0,0
424,2,0,0
425,1,0,0
425,2,0,0
426,1,0,0
426,2,0,0
427,1,0,0
427,2,0,0
428,1,0,1
428,2,0,0
429,1,0,0
429,2,0,1
430,1,0,1
430,2,0,0
431,1,0,0
431,2,0,0
432,1,0,0
432,2,0,0
433,1,0,0
433,2,0,0
434,1,0,0
434,2,0,1
435,1,0,0
435,2,0,1
436,1,0,0
436,2,0,2
437,1,0,0
437,2,0,1
438,1,0,0
438,2,0,3
439,1,0,0
439,2,0,1
440,1,0,0
440,2,0,0
441,1,0,0
441,2,0,1
442,1,0,0
442,2,0,1
443,1,0,0
443,2,0,0
444,1,0,0
444,2,0,0
445,1,0,0
445,2,0,2
446,1,0,1
446,2,0,0
447,1,0,0
447,2,0,1
448,1,0,1
448,2,0,1
449,1,0,0
449,2,0,1
450,1,0,1
450,2,0,0
451,1,0,1
451,2,0,0
452,1,0,0
452,2,0,0
453,1,0,0
453,2,0,0
454,1,0,0
454,2,0,0
455,1,0,0
455,2,0,1
456,1,0,0
456,2,0,1
457,1,0,0
457,2,0,1
458,1,0,0
458,2,0,0
459,1,0,0
459,2,0,1
460,1,0,0
460,2,0,2
461,1,0,0
461,2,0,0
462,1,0,0
462,2,0,1
463,1,0,0
463,2,0,2
464,1,0,0
464,2,0,0
465,1,0,0
465,2,0,0
466,1,0,1
466,2,0,1
467,1,0,1
467,2,0,0
468,1,0,0
468,2,0,1
469,1,0,1
469,2,0,0
470,1,0,0
470,2,0,0
471,1,0,1
471,2,0,1
472,1,0,0
472,2,0,0
473,1,0,0
473,2,0,1
474,1,0,1
474,2,0,0
475,1,0,0
475,2,0,0
476,1,0,0
476,2,0,0
477,1,0,1
477,2,0,0
478,1,0,1
478,2,0,1
479,1,0,1
479,2,0,1
480,1,0,0
480,2,0,0
481,1,0,0
481,2,0,0
482,1,0,1
482,2,0,0
483,1,0,0
483,2,0,2
484,1,0,0
484,2,0,1
485,1,0,0
485,2,0,1
486,1,0,0
486,2,0,0
487,1,0,0
487,2,0,0
488,1,0,1
488,2,0,0
489,1,0,1
489,2,0,0
490,1,0,1
490,2,0,1
491,1,0,0
491,2,0,1
492,1,0,0
492,2,0,0
493,1,0,0
493,2,0,0
494,1,0,0
494,2,0,0
495,1,0,0
495,2,0,0
496,1,0,0
496,2,0,0
497,1,0,0
497,2,0,0
498,1,0,0
498,2,0,0
499,1,0,1
499,2,0,0
500,1,0,0
500,2,0,0
501,1,0,0
501,2,0,1
502,1,0,1
502,2,0,1
503,1,0,0
503,2,0,0
504,1,0,0
504,2,0,1
505,1,0,0
505,2,0,0
506,1,0,0
506,2,0,0
507,1,0,0
507,2,0,0
508,1,0,0
508,2,0,0
509,1,0,0
509,2,0,0
510,1,0,0
510,2,0,0
511,1,0,1
511,2,0,0
512,1,0,0
512,2,0,0
513,1,0,0
513,2,0,1
514,1,0,0
514,2,0,0
515,1,0,2
515,2,0,1
516,1,0,2
516,2,0,0
517,1,0,1
517,2,0,1
518,1,0,0
518,2,0,0
519,1,0,0
519,2,0,1
520,1,0,0
520,2,0,0
521,1,0,0
521,2,0,2
522,1,0,0
522,2,0,0
523,1,0,0
523,2,0,0
524,1,0,0
524,2,0,0
525,1,0,1
525,2,0,0
526,1,0,0
526,2,0,0
527,1,0,0
527,2,0,1
528,1,0,0
528,2,1,0
529,1,0,0
529,2,0,0
530,1,0,0
530,2,0,0
531,1,0,0
531,2,0,0
532,1,0,0
532,2,0,1
533,1,0,0
533,2,0,0
534,1,0,0
534,2,0,0
535,1,0,0
535,2,0,0
536,1,0,1
536,2,0,0
537,1,0,0
537,2,0,1
538,1,0,0
538,2,0,1
539,1,0,0
539,2,0,0
540,1,0,0
540,2,0,0
541,1,0,0
541,2,0,0
542,1,0,0
542,2,0,0
543,1,0,0
543,2,0,0
544,1,0,0
544,2,0,0
545,1,0,0
545,2,0,1
546,1,0,1
546,2,0,0
547,1,0,0
547,2,0,0
548,1,0,0
548,2,0,0
549,1,0,1
549,2,0,0
550,1,0,0
550,2,0,0
551,1,0,0
551,2,0,0
552,1,0,0
552,2,0,1
553,1,0,0
553,2,0,0
554,1,0,0
554,2,0,0
555,1,0,0
555,2,0,0
556,1,0,0
556,2,0,0
557,1,0,0
557,2,0,0
558,1,0,1
558,2,0,0
559,1,0,0
559,2,0,1
560,1,0,0
560,2,0,1
561,1,0,0
561,2,0,0
562,1,0,0
562,2,0,0
563,1,0,0
563,2,0,1
564,1,0,0
564,2,0,0
565,1,0,0
565,2,0,1
566,1,0,0
566,2,0,0
567,1,0,0
567,2,0,0
568,1,0,0
568,2,0,0
569,1,0,0
569,2,0,0
570,1,0,0
570,2,0,0
571,1,0,0
571,2,0,0
572,1,0,1
572,2,0,0
573,1,0,0
573,2,0,0
574,1,0,0
574,2,0,0
575,1,0,0
575,2,0,0
576,1,0,0
576,2,0,1
577,1,0,0
577,2,0,1
578,1,0,0
578,2,0,0
579,1,0,0
579,2,0,0
580,1,0,0
580,2,0,0
581,1,0,1
581,2,0,1
582,1,0,0
582,2,0,0
583,1,0,0
583,2,0,0
584,1,0,0
584,2,0,0
585,1,0,0
585,2,0,0
586,1,0,1
586,2,0,1
587,1,0,0
587,2,0,0
588,1,0,2
588,2,0,0
589,1,0,0
589,2,0,0
590,1,0,0
590,2,0,0
591,1,0,0
591,2,0,0
592,1,0,0
592,2,0,0
593,1,0,0
593,2,0,1
594,1,0,1
594,2,0,1
595,1,0,2
595,2,0,0
596,1,0,0
596,2,0,0
597,1,0,0
597,2,0,0
598,1,0,0
598,2,0,0
599,1,0,0
599,2,0,1
600,1,0,0
600,2,0,0
601,1,0,1
601,2,0,1
602,1,0,0
602,2,0,1
603,1,0,0
603,2,0,0
604,1,0,0
604,2,0,0
605,1,0,0
605,2,0,0
606,1,0,0
606,2,0,1
607,1,0,0
607,2,0,1
608,1,0,0
608,2,0,0
609,1,0,0
609,2,0,0
610,1,0,0
610,2,0,0
611,1,0,1
611,2,0,0
612,1,0,0
612,2,0,0
613,1,0,0
613,2,0,0
614,1,0,0
614,2,0,0
615,1,0,0
615,2,0,0
616,1,0,0
616,2,0,0
617,1,0,0
617,2,0,0
618,1,1,0
618,2,0,0
619,1,0,0
619,2,0,0
620,1,0,1
620,2,0,0
621,1,0,1
621,2,0,0
622,1,0,1
622,2,0,1
623,1,0,1
623,2,0,0
624,1,0,2
624,2,0,0
625,1,0,1
625,2,0,2
626,1,0,1
626,2,0,1
627,1,0,1
627,2,0,0
628,1,0,2
628,2,0,0
629,1,0,1
629,2,0,1
630,1,0,1
630,2,0,1
631,1,0,1
631,2,0,0
632,1,0,1
632,2,0,0
633,1,0,1
633,2,0,0
634,1,0,3
634,2,0,0
635,1,0,1
635,2,0,0
636,1,0,1
636,2,0,0
637,1,0,1
637,2,0,0
638,1,0,2
638,2,0,1
639,1,0,1
639,2,0,0
640,1,0,1
640,2,0,2
641,1,0,1
641,2,0,0
642,1,0,1
642,2,0,0
643,1,0,1
643,2,0,1
644,1,0,1
644,2,0,1
645,1,0,2
645,2,0,0
646,1,0,1
646,2,0,2
647,1,0,1
647,2,0,0
648,1,0,2
648,2,0,1
649,1,0,1
649,2,0,0
650,1,0,1
650,2,0,0
651,1,0,1
651,2,0,1
652,1,0,1
652,2,0,0
653,1,0,1
653,2,0,0
654,1,0,1
654,2,0,0
655,1,0,1
655,2,0,0
656,1,0,2
656,2,0,0
657,1,0,1
657,2,0,0
658,1,0,1
658,2,0,0
659,1,0,1
659,2,0,0
660,1,0,1
660,2,0,0
661,1,0,1
661,2,0,0
662,1,0,2
662,2,0,1
663,1,0,1
663,2,0,2
664,1,0,1
664,2,0,2
665,1,0,1
665,2,0,1
666,1,0,1
666,2,0,1
667,1,0,2
667,2,0,1
668,1,0,2
668,2,0,1
669,1,0,1
669,2,0,1
670,1,0,1
670,2,0,2
671,1,0,2
671,2,0,0
672,1,0,1
672,2,0,0
673,1,0,2
673,2,0,0
674,1,0,2
674,2,0,0
675,1,0,2
675,2,0,0
676,1,0,3
676,2,0,0
677,1,0,0
677,2,0,0
678,1,0,2
678,2,0,0
679,1,0,1
679,2,0,1
680,1,0,1
680,2,0,0
681,1,0,1
681,2,0,0
682,1,0,1
682,2,0,0
683,1,0,2
683,2,0,0
684,1,0,2
684,2,0,0
685,1,0,2
685,2,0,0
686,1,0,2
686,2,0,1
687,1,0,3
687,2,0,0
688,1,0,2
688,2,0,0
689,1,0,2
689,2,0,0
690,1,0,1
690,2,0,0
691,1,0,1
691,2,0,0
692,1,0,2
692,2,0,0
693,1,0,2
693,2,0,0
694,1,0,2
