Frame,Chain,MgID,WaterID,ListResids,ListResnames,ListAtoms
105,PP1,323,5586,5,POPE, O14
106,PP1,310,3739,,, 
106,PP1,310,4054,60,POPE, O13
106,PP1,310,4452,60 74,POPE, O11 O12 O13 O14 P
106,PP1,323,5514,,, 
106,PP1,323,5539,5,POPE, HN1 O12 O14
106,PP1,323,5586,5,POPE, O14
107,PP1,310,3739,74,POPE, HN2 O13 P
107,PP1,310,4054,60,POPE, O13
107,PP1,310,4452,60 74,POPE, O11 O13 O14 P
107,PP1,323,5514,,, 
107,PP1,323,5539,5,POPE, O14
107,PP1,323,5586,5,POPE, O14
108,PP1,310,3739,,, 
108,PP1,310,4054,60,POPE, O13
108,PP1,310,4452,60 74,POPE, O12 O13 O14 P
108,PP1,323,5514,,, 
108,PP1,323,5539,5,POPE, O14
108,PP1,323,5586,33 5,POPE, HN3 O14
109,PP1,310,3739,74,POPE, HN1 O13 O14
109,PP1,310,4054,60,POPE, O13
109,PP1,310,4452,60 74,POPE, O13 O14 P
109,PP1,323,5514,,, 
109,PP1,323,5539,5,POPE, O14
109,PP1,323,5586,5,POPE, O14
110,PP1,310,3739,,, 
110,PP1,310,4054,60,POPE, O13
110,PP1,310,4452,60 74,POPE, O12 O13 O14 P
110,PP1,323,5514,,, 
110,PP1,323,5539,5,POPE, O14
110,PP1,323,5586,5,POPE, O14
111,PP1,310,3739,74,POPE, O13
111,PP1,310,4054,60,POPE, O13
111,PP1,310,4452,60 74,POPE, O12 O13 O14 P
111,PP1,323,5514,,, 
111,PP1,323,5539,5,POPE, HN3 O14
111,PP1,323,5586,5,POPE, O14
112,PP1,310,3739,59 74,POPE, HN3 O13
112,PP1,310,4054,60,POPE, O13
112,PP1,310,4452,60 74,POPE, O11 O12 O13 O14 P
112,PP1,323,5514,,, 
112,PP1,323,5539,5,POPE, O14
112,PP1,323,5586,5,POPE, O14
113,PP1,310,3739,74,POPE, O13 O14 P
113,PP1,310,4054,60,POPE, O13 O14
113,PP1,310,4452,60 74,POPE, O12 O13 O14 P
113,PP1,323,5514,,, 
113,PP1,323,5539,5,POPE, HN2 O14
113,PP1,323,5586,5,POPE, O14
114,PP1,310,3739,59 74,POPE, HN1 HN2 N
114,PP1,310,4054,53 60,POPE, O13
114,PP1,310,4452,59 60 74,POPE, HN1 O12 O13 O14 P
114,PP1,323,5514,,, 
114,PP1,323,5539,5,POPE, O14
114,PP1,323,5586,5,POPE, O14
115,PP1,310,3739,74,POPE, O12 O14 P
115,PP1,310,4054,53 60,POPE, O13 P
115,PP1,310,4452,60 74,POPE, O11 O12 O13
115,PP1,323,5514,,, 
115,PP1,323,5539,5,POPE, O14
115,PP1,323,5586,5,POPE, O14
116,PP1,310,3739,74,POPE, O13 O14 P
116,PP1,310,4054,53 60,POPE, O13
116,PP1,310,4452,60 74,POPE, O12 O13 O14 P
116,PP1,323,5514,,, 
116,PP1,323,5539,5,POPE, HN3 O14
116,PP1,323,5586,5,POPE, O14
117,PP1,310,3739,74,POPE, HN2
117,PP1,310,4054,60,POPE, O13
117,PP1,310,4452,60 74,POPE, O12 O13 O14 P
117,PP1,323,5514,,, 
117,PP1,323,5539,5,POPE, O14
117,PP1,323,5586,5,POPE, O14
118,PP1,310,3739,74,POPE, O14
118,PP1,310,4054,60,POPE, O13
118,PP1,310,4452,60 74,POPE, O12 O13 O14 P
118,PP1,323,5514,,, 
118,PP1,323,5539,5,POPE, O14
118,PP1,323,5586,5,POPE, O14
119,PP1,310,3739,74,POPE, O12 O14 P
119,PP1,310,4054,60,POPE, O13
119,PP1,310,4452,60 74,POPE, HN2 O11 O12 O13 O14 P
119,PP1,323,5514,,, 
119,PP1,323,5539,5,POPE, HN2 O14
119,PP1,323,5586,5,POPE, O14
120,PP1,310,3739,74,POPE, HN3
120,PP1,310,4054,53 60,POPE, O13 O14 P
120,PP1,310,4452,60 74,POPE, O11 O13 O14 P
120,PP1,323,5514,,, 
120,PP1,323,5539,5,POPE, O14
120,PP1,323,5586,5,POPE, O14
121,PP1,310,3739,74,POPE, HN2 N O14
121,PP1,310,4054,53 60,POPE, O13 P
121,PP1,310,4452,122 60 74,POPE, HN2 O12 O13 O14 P
121,PP1,323,5514,,, 
121,PP1,323,5539,5,POPE, O14
121,PP1,323,5586,5,POPE, O14
122,PP1,310,3739,,, 
122,PP1,310,4054,53 60,POPE, O13 O14 P
122,PP1,310,4452,122 53 60 74,POPE, HN1 HN3 N O11 O12 O13 O14 P
122,PP1,323,5514,,, 
122,PP1,323,5539,5,POPE, O14
122,PP1,323,5586,5,POPE, O14
123,PP1,310,3739,,, 
123,PP1,310,4054,53 60,POPE, O13
123,PP1,310,4452,122 53 60 74,POPE, HN3 O12 O13 O14 P
123,PP1,323,5514,,, 
123,PP1,323,5539,5,POPE, O14
123,PP1,323,5586,5,POPE, O14
124,PP1,310,3739,,, 
124,PP1,310,4054,53 60,POPE, O13 O14 P
124,PP1,310,4452,122 60 74,POPE, HN3 O12 O13 O14 P
124,PP1,323,5514,,, 
124,PP1,323,5539,5,POPE, HN1 O14
124,PP1,323,5586,5,POPE, O14
125,PP1,310,3739,74,POPE, HN3
125,PP1,310,4054,53 60,POPE, O13 O14 P
125,PP1,310,4452,122 60 74,POPE, HN3 O11 O12 O13 O14 P
125,PP1,323,5514,,, 
125,PP1,323,5539,5,POPE, O14
125,PP1,323,5586,5,POPE, O14
126,PP1,310,3739,,, 
126,PP1,310,4054,53 60,POPE, O13 O14 P
126,PP1,310,4452,122 53 60 74,POPE, HN2 HN3 N O12 O13 O14 P
126,PP1,323,5514,,, 
126,PP1,323,5539,5,POPE, O14
126,PP1,323,5586,5,POPE, O14
127,PP1,310,3739,,, 
127,PP1,310,4054,53 60,POPE, O13 O14 P
127,PP1,310,4452,122 53 60 74,POPE, HN2 HN3 N O12 O13 O14 P
127,PP1,323,5514,,, 
127,PP1,323,5539,5,POPE, O14
127,PP1,323,5586,5,POPE, O13 O14
128,PP1,310,3739,,, 
128,PP1,310,4054,53 60,POPE, O13 O14 P
128,PP1,310,4452,122 60 74,POPE, HN2 HN3 O12 O13 O14 P
128,PP1,323,5514,,, 
128,PP1,323,5539,5,POPE, O14
128,PP1,323,5586,5,POPE, O14
129,PP1,310,3739,122 74,POPE, HN1 HN3 O12 O14 P
129,PP1,310,4054,53 60,POPE, O13 O14 P
129,PP1,310,4452,122 60 74,POPE, HN3 O11 O12 O13 O14 P
129,PP1,323,5514,,, 
129,PP1,323,5539,5,POPE, O14
129,PP1,323,5586,5,POPE, O14
130,PP1,310,3739,,, 
130,PP1,310,4054,53 60,POPE, O13 O14 P
130,PP1,310,4452,122 53 60 74,POPE, HN1 O12 O13 O14 P
130,PP1,323,5514,,, 
130,PP1,323,5539,5,POPE, O14
130,PP1,323,5586,5,POPE, O14
131,PP1,310,3739,122 74,POPE, HN2 O12 O14 P
131,PP1,310,4054,53 60,POPE, O13 O14 P
131,PP1,310,4452,60 74,POPE, HN1 O12 O13 O14 P
131,PP1,323,5514,,, 
131,PP1,323,5539,5,POPE, O14
131,PP1,323,5586,5,POPE, O14
132,PP1,310,3739,122 74,POPE, HN1 O12 O14 P
132,PP1,310,4054,53 60,POPE, O13 P
132,PP1,310,4452,60 74,POPE, O12 O13
132,PP1,323,5514,,, 
132,PP1,323,5539,5,POPE, O14
132,PP1,323,5586,5,POPE, O14
133,PP1,310,3739,,, 
133,PP1,310,4054,53 60,POPE, O13 O14
133,PP1,310,4452,122 53 60 74,POPE, HN1 O12 O13 O14 P
133,PP1,323,5514,,, 
133,PP1,323,5539,5,POPE, O14
133,PP1,323,5586,5,POPE, O14
134,PP1,310,3739,122 74,POPE, HN3 O14
134,PP1,310,4054,53 60,POPE, O13 P
134,PP1,310,4452,122 60 74,POPE, HN2 HN3 O11 O12 O13 O14 P
134,PP1,323,5514,,, 
134,PP1,323,5539,5,POPE, HN2 O14
134,PP1,323,5586,5,POPE, O14
135,PP1,310,3739,74,POPE, O14
135,PP1,310,4054,53 60,POPE, O13 P
135,PP1,310,4452,122 60 74,POPE, HN3 O12 O13 O14 P
135,PP1,323,5514,,, 
135,PP1,323,5539,5,POPE, O14
135,PP1,323,5586,5,POPE, O13 O14
136,PP1,310,3739,74,POPE, O14 P
136,PP1,310,4054,53 60,POPE, O13 O14 P
136,PP1,310,4452,122 60 74,POPE, HN1 O11 O12 O13 O14 P
136,PP1,323,5514,,, 
136,PP1,323,5539,5,POPE, O14
136,PP1,323,5586,5,POPE, O14
137,PP1,310,3739,,, 
137,PP1,310,4054,126 60,POPE POPG, O13 OC2
137,PP1,310,4452,122 53 60 74,POPE, HN3 O13 O14 P
137,PP1,323,5514,,, 
137,PP1,323,5539,5,POPE, HN2 O14
137,PP1,323,5586,5,POPE, O14
138,PP1,310,3739,,, 
138,PP1,310,4054,126 60,POPE POPG, O13 OC2 OC3
138,PP1,310,4452,126 53 60,POPE POPG, O13 OC2 P
138,PP1,323,5514,,, 
138,PP1,323,5539,5,POPE, HN3 O14
138,PP1,323,5586,5,POPE, O14
139,PP1,310,3739,,, 
139,PP1,310,4054,126 60,POPE POPG, O13 OC2
139,PP1,310,4452,60 74,POPE, O11 O13 O14 P
139,PP1,323,5514,,, 
139,PP1,323,5539,5,POPE, HN3 O12 O14
139,PP1,323,5586,5,POPE, O14
140,PP1,310,3739,,, 
140,PP1,310,4054,53 60,POPE, O13 O14 P
140,PP1,310,4452,60,POPE, O13
140,PP1,323,5514,,, 
140,PP1,323,5539,5,POPE, HN1 O14
140,PP1,323,5586,5,POPE, O14
141,PP1,310,3739,,, 
141,PP1,310,4054,53 60,POPE, O13 P
141,PP1,310,4452,53 60,POPE, O11 O13 P
141,PP1,323,5514,,, 
141,PP1,323,5539,5,POPE, O14
141,PP1,323,5586,5,POPE, O14
142,PP1,310,3739,,, 
142,PP1,310,4054,60,POPE, O13
142,PP1,310,4452,53 60,POPE, O13 P
142,PP1,323,5514,,, 
142,PP1,323,5539,5,POPE, O14
142,PP1,323,5586,5,POPE, O14
143,PP1,310,3739,122,POPE, HN2
143,PP1,310,4054,53 60,POPE, O13 O14 P
143,PP1,310,4452,53 60,POPE, O13
143,PP1,323,5514,,, 
143,PP1,323,5539,5,POPE, O14
143,PP1,323,5586,5,POPE, O14
144,PP1,310,3739,,, 
144,PP1,310,4054,53 60,POPE, HN1 O13 O14 P
144,PP1,310,4452,53 60,POPE, O13 O14 P
144,PP1,323,5514,,, 
144,PP1,323,5539,5,POPE, HN2 O14
144,PP1,323,5586,5,POPE, O14
145,PP1,310,3739,,, 
145,PP1,310,4054,60,POPE, O13 O14
145,PP1,310,4452,60,POPE, O11 O13
145,PP1,323,5514,,, 
145,PP1,323,5539,5,POPE, HN3 O14
145,PP1,323,5586,5,POPE, O14
146,PP1,310,3739,,, 
146,PP1,310,4054,60,POPE, O13
146,PP1,310,4452,60,POPE, O13
146,PP1,323,5514,,, 
146,PP1,323,5539,5,POPE, HN1 O14
146,PP1,323,5586,5,POPE, O14
147,PP1,310,3739,,, 
147,PP1,310,4054,60,POPE, O13
147,PP1,310,4452,60,POPE, O13
147,PP1,323,5514,,, 
147,PP1,323,5539,5,POPE, O14
147,PP1,323,5586,5,POPE, O14
148,PP1,310,3739,,, 
148,PP1,310,4054,60,POPE, O13
148,PP1,310,4452,60,POPE, O13
148,PP1,323,5514,,, 
148,PP1,323,5539,5,POPE, O14
148,PP1,323,5586,5,POPE, O14
149,PP1,310,3739,,, 
149,PP1,310,4054,60,POPE, O13
149,PP1,310,4452,53 60,POPE, O12 O13 P
149,PP1,323,5514,,, 
149,PP1,323,5539,5,POPE, O14
149,PP1,323,5586,5,POPE, O14
150,PP1,310,3739,,, 
150,PP1,310,4054,60,POPE, O13
150,PP1,310,4452,53 60,POPE, O12 O13
150,PP1,323,5514,,, 
150,PP1,323,5539,5,POPE, O14
150,PP1,323,5586,5,POPE, O14
151,PP1,310,3739,,, 
151,PP1,310,4054,60,POPE, O13
151,PP1,310,4452,53 60,POPE, O13 O14 P
151,PP1,323,5514,,, 
151,PP1,323,5539,5,POPE, O14
151,PP1,323,5586,5,POPE, O14
152,PP1,310,3739,,, 
152,PP1,310,4054,60,POPE, O13
152,PP1,310,4452,53 60,POPE, O12 O13 P
152,PP1,323,5514,,, 
152,PP1,323,5539,5,POPE, HN1 O12 O14
152,PP1,323,5586,5,POPE, O14
153,PP1,310,3739,,, 
153,PP1,310,4054,60,POPE, O13
153,PP1,310,4452,53 60,POPE, O11 O13 P
153,PP1,323,5514,,, 
153,PP1,323,5539,5,POPE, O14
153,PP1,323,5586,5,POPE, O14
154,PP1,310,3739,,, 
154,PP1,310,4054,60,POPE, O13
154,PP1,310,4452,53 60,POPE, O13 P
154,PP1,323,5514,,, 
154,PP1,323,5539,5,POPE, O14
154,PP1,323,5586,5,POPE, O14
155,PP1,310,3739,,, 
155,PP1,310,4054,60,POPE, O13
155,PP1,310,4452,60,POPE, O13
155,PP1,323,5514,,, 
155,PP1,323,5539,5,POPE, O14
155,PP1,323,5586,5,POPE, O14
156,PP1,310,3739,,, 
156,PP1,310,4054,60,POPE, O13 O14
156,PP1,310,4452,60,POPE, O13
156,PP1,323,5514,,, 
156,PP1,323,5539,5,POPE, O14
156,PP1,323,5586,5,POPE, O14
157,PP1,310,3739,,, 
157,PP1,310,4054,121 60,POPE, O13 P
157,PP1,310,4452,53 60,POPE, O11 O13 P
157,PP1,323,5514,,, 
157,PP1,323,5539,5,POPE, O14
157,PP1,323,5586,5,POPE, O12 O14 P
158,PP1,310,3739,,, 
158,PP1,310,4054,60,POPE, O13
158,PP1,310,4452,60,POPE, O13
158,PP1,323,5514,,, 
158,PP1,323,5539,5,POPE, O14
158,PP1,323,5586,5,POPE, O14
159,PP1,310,3739,,, 
159,PP1,310,4054,60,POPE, O13
159,PP1,310,4452,60,POPE, O13
159,PP1,323,5514,,, 
159,PP1,323,5539,5,POPE, O14
159,PP1,323,5586,5,POPE, O14
160,PP1,310,3739,,, 
160,PP1,310,4054,126 60,POPE POPG, O13 P
160,PP1,310,4452,126 60,POPE POPG, O11 O13
160,PP1,323,5514,,, 
160,PP1,323,5539,5,POPE, O14
160,PP1,323,5586,5,POPE, O14
161,PP1,310,3739,,, 
161,PP1,310,4054,126 60,POPE POPG, O13
161,PP1,310,4452,126 60,POPE POPG, O11 O13 P
161,PP1,323,5514,,, 
161,PP1,323,5539,5,POPE, O14
161,PP1,323,5586,5,POPE, O14
162,PP1,310,3739,,, 
162,PP1,310,4054,60,POPE, O13
162,PP1,310,4452,60,POPE, O13
162,PP1,323,5514,,, 
162,PP1,323,5539,5,POPE, O14
162,PP1,323,5586,5,POPE, O14
163,PP1,310,3739,53,POPE, O13 P
163,PP1,310,4054,60,POPE, O13
163,PP1,310,4452,53 60,POPE, O11 O13 P
163,PP1,323,5514,,, 
163,PP1,323,5539,5,POPE, O14
163,PP1,323,5586,5,POPE, O14
164,PP1,310,3739,,, 
164,PP1,310,4054,60,POPE, O13
164,PP1,310,4452,53 60,POPE, O13 O14 P
164,PP1,323,5514,,, 
164,PP1,323,5539,5,POPE, O14
164,PP1,323,5586,5,POPE, O14
165,PP1,310,3739,,, 
165,PP1,310,4054,126 60,POPE POPG, O13 O14 P
165,PP1,310,4452,126 53 60,POPE POPG, O13 O14 P
165,PP1,323,5514,,, 
165,PP1,323,5539,5,POPE, O14
165,PP1,323,5586,5,POPE, O14
166,PP1,310,3739,,, 
166,PP1,310,4054,126 60,POPE POPG, O13 OC3
166,PP1,310,4452,53 60,POPE, O12 O13 P
166,PP1,323,5514,,, 
166,PP1,323,5539,5,POPE, O14
166,PP1,323,5586,5,POPE, O14
167,PP1,310,3739,,, 
167,PP1,310,4054,60,POPE, O13
167,PP1,310,4452,53 60,POPE, O13 P
167,PP1,323,5514,,, 
167,PP1,323,5539,5,POPE, O14
167,PP1,323,5586,5,POPE, O14
168,PP1,310,3739,,, 
168,PP1,310,4054,60,POPE, O13
168,PP1,310,4452,53 60,POPE, O12 O13 P
168,PP1,323,5514,,, 
168,PP1,323,5539,5,POPE, O14
168,PP1,323,5586,5,POPE, HN2 O14
169,PP1,310,3739,53,POPE, O12 P
169,PP1,310,4054,60,POPE, O13
169,PP1,310,4452,60,POPE, HN2 O13
169,PP1,323,5514,,, 
169,PP1,323,5539,5,POPE, HN3 O12 O14
169,PP1,323,5586,5,POPE, O14
170,PP1,310,3739,53,POPE, O12 O13 P
170,PP1,310,4054,60,POPE, O13
170,PP1,310,4452,60,POPE, HN2 HN3 O13
170,PP1,323,5514,,, 
170,PP1,323,5539,5,POPE, O14
170,PP1,323,5586,5,POPE, O14
171,PP1,310,3739,,, 
171,PP1,310,4054,60,POPE, O13
171,PP1,310,4452,53 60,POPE, O13 P
171,PP1,323,5514,,, 
171,PP1,323,5539,5,POPE, O14
171,PP1,323,5586,5,POPE, O14
172,PP1,310,3739,,, 
172,PP1,310,4054,60,POPE, O13
172,PP1,310,4452,60,POPE, O13
172,PP1,323,5514,,, 
172,PP1,323,5539,5,POPE, HN3 O12 O14
172,PP1,323,5586,5,POPE, O14
173,PP1,310,3739,,, 
173,PP1,310,4054,60,POPE, O13
173,PP1,310,4452,60,POPE, HN2 HN3 N O13
173,PP1,323,5514,,, 
173,PP1,323,5539,5,POPE, O14
173,PP1,323,5586,5,POPE, O14
174,PP1,310,3739,,, 
174,PP1,310,4054,60,POPE, O13
174,PP1,310,4452,60,POPE, O12 O13
174,PP1,323,5514,,, 
174,PP1,323,5539,5,POPE, HN2 HN3 N O12 O14
174,PP1,323,5586,5,POPE, O14
175,PP1,310,3739,,, 
175,PP1,310,4054,60,POPE, O13
175,PP1,310,4452,60,POPE, O13
175,PP1,323,5514,,, 
175,PP1,323,5539,5,POPE, O12 O14
175,PP1,323,5586,5,POPE, O13 O14 P
176,PP1,310,3739,,, 
176,PP1,310,4054,121 60,POPE, O13 O14 P
176,PP1,310,4452,60,POPE, O13
176,PP1,323,5514,,, 
176,PP1,323,5539,5,POPE, O12 O14
176,PP1,323,5586,5,POPE, O14
177,PP1,310,3739,,, 
177,PP1,310,4054,121 60,POPE, O13 O14 P
177,PP1,310,4452,60,POPE, HN2 O13
177,PP1,323,5514,,, 
177,PP1,323,5539,5,POPE, O14
177,PP1,323,5586,5,POPE, O14
178,PP1,310,3739,,, 
178,PP1,310,4054,121 60,POPE, O13 P
178,PP1,310,4452,121 60,POPE, O11 O13
178,PP1,323,5514,,, 
178,PP1,323,5539,5,POPE, O14
178,PP1,323,5586,5,POPE, O14
179,PP1,310,3739,,, 
179,PP1,310,4054,60,POPE, O13
179,PP1,310,4452,121 60,POPE, O13 P
179,PP1,323,5514,,, 
179,PP1,323,5539,5,POPE, O14
179,PP1,323,5586,5,POPE, O14
180,PP1,310,3739,53,POPE, O12 P
180,PP1,310,4054,60,POPE, O13 O14
180,PP1,310,4452,53 60,POPE, O11 O13
180,PP1,323,5514,,, 
180,PP1,323,5539,5,POPE, O14
180,PP1,323,5586,5,POPE, O14
181,PP1,310,3739,53,POPE, O13
181,PP1,310,4054,60,POPE, O13
181,PP1,310,4452,121 60,POPE, O13 P
181,PP1,323,5514,,, 
181,PP1,323,5539,5,POPE, O14
181,PP1,323,5586,5,POPE, O14
182,PP1,310,3739,,, 
182,PP1,310,4054,121 60,POPE, HN2 O13 O14 P
182,PP1,310,4452,121 60,POPE, O13 O14 P
182,PP1,323,5514,,, 
182,PP1,323,5539,5,POPE, O12 O14
182,PP1,323,5586,5,POPE, O14
183,PP1,310,3739,,, 
183,PP1,310,4054,121 60,POPE, O12 O13 P
183,PP1,310,4452,60,POPE, O13
183,PP1,323,5514,,, 
183,PP1,323,5539,5,POPE, O14
183,PP1,323,5586,5,POPE, O14
184,PP1,310,3739,53,POPE, HN3 O14 P
184,PP1,310,4054,121 53 60,POPE, O13 O14 P
184,PP1,310,4452,3 60,POPE, O13 O14
184,PP1,323,5514,,, 
184,PP1,323,5539,5,POPE, O14
184,PP1,323,5586,5,POPE, O14
185,PP1,310,3739,122 53,POPE, HN1 HN2 N O13 O14 P
185,PP1,310,4054,121 53 60,POPE, O13 O14 P
185,PP1,310,4452,3 60,POPE, O13 O14
185,PP1,323,5514,,, 
185,PP1,323,5539,5,POPE, O14
185,PP1,323,5586,5,POPE, O14
186,PP1,310,3739,53,POPE, O13 O14 P
186,PP1,310,4054,121 53 60,POPE, O11 O13 O14 P
186,PP1,310,4452,3 60,POPE, O13 O14 P
186,PP1,323,5514,,, 
186,PP1,323,5539,5,POPE, O14
186,PP1,323,5586,5,POPE, O14
187,PP1,310,3739,53,POPE, O14 P
187,PP1,310,4054,121 53 60,POPE, O13 P
187,PP1,310,4452,3 60,POPE, O13 O14
187,PP1,323,5514,,, 
187,PP1,323,5539,5,POPE, O14
187,PP1,323,5586,5,POPE, O14
188,PP1,310,3739,53,POPE, O13 O14 P
188,PP1,310,4054,121 53 60,POPE, O13 O14 P
188,PP1,310,4452,3 60,POPE, O13 O14
188,PP1,323,5514,,, 
188,PP1,323,5539,5,POPE, O14
188,PP1,323,5586,5,POPE, O14
189,PP1,310,3739,,, 
189,PP1,310,4054,121 53 60,POPE, O13 O14 P
189,PP1,310,4452,3 60,POPE, O13 O14 P
189,PP1,323,5514,,, 
189,PP1,323,5539,5,POPE, O14
189,PP1,323,5586,5,POPE, O14
190,PP1,310,3739,3 53 74,POPE, HN2 O13 O14 P
190,PP1,310,4054,121 53 60,POPE, O13 O14 P
190,PP1,310,4452,3 60,POPE, O13 O14 P
190,PP1,323,5514,,, 
190,PP1,323,5539,5,POPE, HN1 HN2 O14
190,PP1,323,5586,5,POPE, O14
191,PP1,310,3739,122 3 53,POPE, HN1 O14 P
191,PP1,310,4054,121 60,POPE, O13
191,PP1,310,4452,3 60,POPE, O13 O14 P
191,PP1,323,5514,,, 
191,PP1,323,5539,5,POPE, HN2 O14
191,PP1,323,5586,5,POPE, O14
192,PP1,310,3739,122 53 74,POPE, HN2 HN3 O14 P
192,PP1,310,4054,121 60,POPE, O13 P
192,PP1,310,4452,3 60,POPE, O13 O14 P
192,PP1,323,5514,,, 
192,PP1,323,5539,5,POPE, O14
192,PP1,323,5586,5,POPE, O14
193,PP1,310,3739,53,POPE, O13 O14 P
193,PP1,310,4054,121 53 60,POPE, O11 O13 P
193,PP1,310,4452,3 60,POPE, O13 O14 P
193,PP1,323,5514,,, 
193,PP1,323,5539,5,POPE, O14
193,PP1,323,5586,5,POPE, O14
194,PP1,310,3739,122 53 74,POPE, HN2 O14 P
194,PP1,310,4054,121 53 60,POPE, O12 O13 O14 P
194,PP1,310,4452,3 60,POPE, O13 O14 P
194,PP1,323,5514,,, 
194,PP1,323,5539,5,POPE, O14
194,PP1,323,5586,5,POPE, O14
195,PP1,310,3739,122 53,POPE, HN2 O14
195,PP1,310,4054,121 53 60,POPE, O11 O13 O14 P
195,PP1,310,4452,3 60,POPE, O12 O13
195,PP1,323,5514,,, 
195,PP1,323,5539,5,POPE, O14
195,PP1,323,5586,5,POPE, O14
196,PP1,310,3739,122 53,POPE, HN1 O14 P
196,PP1,310,4054,121 53 60,POPE, O13 O14 P
196,PP1,310,4452,3 60,POPE, O12 O13 O14 P
196,PP1,323,5514,,, 
196,PP1,323,5539,5,POPE, O14
196,PP1,323,5586,5,POPE, O14
197,PP1,310,3739,122 53,POPE, HN1 O13 O14 P
197,PP1,310,4054,121 53 60,POPE, O13 O14 P
197,PP1,310,4452,3 60,POPE, O12 O13 O14 P
197,PP1,323,5514,,, 
197,PP1,323,5539,5,POPE, O14
197,PP1,323,5586,5,POPE, O14
198,PP1,310,3739,122 53,POPE, HN2 HN3 O13 O14 P
198,PP1,310,4054,121 53 60,POPE, O13 O14 P
198,PP1,310,4452,3 60,POPE, HN2 O12 O13 P
198,PP1,323,5514,,, 
198,PP1,323,5539,5,POPE, O14
198,PP1,323,5586,5,POPE, O14
199,PP1,310,3739,3 53,POPE, O13 O14 P
199,PP1,310,4054,121 60,POPE, O13
199,PP1,310,4452,3 60,POPE, O12 O13 O14 P
199,PP1,323,5514,,, 
199,PP1,323,5539,5,POPE, O14
199,PP1,323,5586,5,POPE, O14
200,PP1,310,3739,122 53,POPE, HN2 O13 O14 P
200,PP1,310,4054,121 53 60,POPE, O13 P
200,PP1,310,4452,3 60,POPE, O13 O14 P
200,PP1,323,5514,,, 
200,PP1,323,5539,5,POPE, O14
200,PP1,323,5586,5,POPE, O12 O14
201,PP1,310,3739,122 3 53,POPE, HN3 O13 O14 P
201,PP1,310,4054,121 53 60,POPE, O13 O14 P
201,PP1,310,4452,3 60,POPE, O13 O14 P
201,PP1,323,5514,,, 
201,PP1,323,5539,5,POPE, O14
201,PP1,323,5586,5,POPE, O14
202,PP1,310,3739,122 3 53,POPE, HN2 O13 O14 P
202,PP1,310,4054,121 53 60,POPE, O13 P
202,PP1,310,4452,60,POPE, O13
202,PP1,323,5514,,, 
202,PP1,323,5539,5,POPE, O14
202,PP1,323,5586,5,POPE, O14
203,PP1,310,3739,122 3 53,POPE, HN2 HN3 O12 O13 O14 P
203,PP1,310,4054,121 53 60,POPE, O13 O14 P
203,PP1,310,4452,60,POPE, O13
203,PP1,323,5514,,, 
203,PP1,323,5539,5,POPE, O14
203,PP1,323,5586,5,POPE, O14
204,PP1,310,3739,122 3 53,POPE, HN1 HN3 N O14 P
204,PP1,310,4054,53 60,POPE, O13 O14 P
204,PP1,310,4452,60,POPE, O13
204,PP1,323,5514,,, 
204,PP1,323,5539,5,POPE, O14
204,PP1,323,5586,5,POPE, O14
205,PP1,310,3739,122 3 53,POPE, HN1 O14 P
205,PP1,310,4054,53 60,POPE, O13 O14 P
205,PP1,310,4452,60,POPE, O13
205,PP1,323,5514,,, 
205,PP1,323,5539,5,POPE, O14
205,PP1,323,5586,5,POPE, O14
206,PP1,310,3739,3 53,POPE, O13 O14 P
206,PP1,310,4054,53 60,POPE, O13
206,PP1,310,4452,60,POPE, O13
206,PP1,323,5514,,, 
206,PP1,323,5539,5,POPE, O14
206,PP1,323,5586,5,POPE, O14
207,PP1,310,3739,3 53,POPE, O13 O14 P
207,PP1,310,4054,53 60,POPE, O13 P
207,PP1,310,4452,3 60,POPE, O13 O14
207,PP1,323,5514,,, 
207,PP1,323,5539,5,POPE, O14
207,PP1,323,5586,5,POPE, O14
208,PP1,310,3739,53,POPE, O13 P
208,PP1,310,4054,53 60,POPE, O13 P
208,PP1,310,4452,3 60,POPE, O13 O14 P
208,PP1,323,5514,,, 
208,PP1,323,5539,5,POPE, HN3 O14
208,PP1,323,5586,5,POPE, O14
209,PP1,310,3739,122 3 53,POPE, HN1 O13 O14
209,PP1,310,4054,53 60,POPE, O13 P
209,PP1,310,4452,3 60,POPE, O13 O14 P
209,PP1,323,5514,,, 
209,PP1,323,5539,5,POPE, HN3 O14
209,PP1,323,5586,5,POPE, O14
210,PP1,310,3739,122 3,POPE, HN1 HN2 O14
210,PP1,310,4054,53 60,POPE, O13 O14 P
210,PP1,310,4452,3 60,POPE, O13 O14 P
210,PP1,323,5514,,, 
210,PP1,323,5539,5,POPE, HN3 O12 O14
210,PP1,323,5586,5,POPE, O14
211,PP1,310,3739,122 3 53,POPE, HN2 HN3 O14
211,PP1,310,4054,53 60,POPE, O13 O14 P
211,PP1,310,4452,3 60,POPE, O11 O13 O14 P
211,PP1,323,5514,,, 
211,PP1,323,5539,5,POPE, O14
211,PP1,323,5586,5,POPE, O14
212,PP1,310,3739,122 3,POPE, HN2 O14
212,PP1,310,4054,122 53 60,POPE, HN1 HN2 N O13 O14 P
212,PP1,310,4452,3 60,POPE, O11 O13 O14 P
212,PP1,323,5514,,, 
212,PP1,323,5539,5,POPE, HN2 O14
212,PP1,323,5586,5,POPE, O14
213,PP1,310,3739,122 3,POPE, HN1 HN2 O14
